word,definition,translation
Hapsburg,n a royal German family that provided rulers for several European states and wore the crown of the Holy Roman Empire from 1440 to 1806,n. 哈布斯堡王朝(欧洲最古老的王室家族)\na. 哈布斯堡王朝(或王室家族)的
Hapsburg jaw,,[医] 哈普斯堡型突颌
Hapsburg lip,,"[医] 哈普斯堡唇, 下唇肥厚"
hapt-,,"[医] 接触, 结合"
hapten,,"n. 半抗原, 不全抗原\n[化] 半抗原"
haptene,,"[医] 半抗原, 不全抗原"
haptenic,,"[医] 半抗原的, 不全抗原的"
haptens,-s form of hapten,"(hapten 的第三人称 -s形式) n. 半抗原, 不全抗原\n[化] 半抗原"
haptephobia,,"[医] 被触恐怖, 接触恐怖"
hapteron,,n. [植]附著器
haptic,a. of or relating to or proceeding from the sense of touch,"a. 触觉的\n[医] 触的, 触觉的"
haptic hallucination,,"[医] 触幻觉, 幻触"
haptic sensation,,[网络] 触觉感觉
haptical,,a. 触觉的
haptically,,[网络] 幽默地
haptics,,[医] 触觉学
haptin,,"[医] 半抗原, 不全抗原"
hapto,,络合点
hapto-,,"[医] 接触, 结合"
haptodysphoria,,不愉快触觉
haptogen,,凝膜
haptogen menibranes,,[医] 凝膜(蛋白质组成的膜)
haptoglobin,n a protein in plasma that binds free hemoglobin and removes it (as from wounds),"n. [生化]结合珠蛋白,触珠蛋白"
haptoglobins,plural of haptoglobin\nn a protein in plasma that binds free hemoglobin and removes it (as from wounds),"(haptoglobin 的复数) n.[生化]结合珠蛋白,触珠蛋白"
haptometer,,n. 触觉测量器
haptophil,,[医] 亲结合簇的
haptophile,,亲结合簇的
haptophore,,结合簇(体内各种凝集反应的通用名词)
haptophore group,,[医] 结合簇
haptophoric,,[医] 结合簇的
haptophorous,,[医] 结合簇的
Haptophyceae,,触丝藻纲
haptor,,吸盘
haptoreaction,,接触反应
haptospore,,附着孢子
haptotaxis,,趋触性
haptotaxls,,[医] 趋触性
haptotropism,,n. [生]向触性
haptotype,,近模式标本
hapuku,n. A large and valuable food fish (Polyprion prognathus) of\n   New Zealand. It sometimes weighs one hundred pounds or more.,n. [新西兰英语]【鱼类】尖颌多锯
hapworth,, [地名] [加拿大] 哈普沃思
haq,, [医][=health assessment questionnaire]健康评定问卷
har,,abbr. 海港咨询雷达（Harbor Advisory Radar）
har magnetic materials,,[电] 硬磁材料
hara,,abbr. 双曲绝对风险厌恶（Hyperbolic Absolute Risk Aversion）
hara kiri,,"切腹自杀,切开腹部"
hara-kiri,n ritual suicide by self-disembowelment on a sword; practiced by samurai in the traditional Japanese society,n. <日>切腹自尽
harada,,n. (Harada)人名；(瑞典)哈拉达\n原田
Harada's disease,,[医] 原田氏病(综合征)(眼色素层脑膜炎的一型)
Harada's syndrome,,"[医] 原田氏综合征, 原田氏病(眼色素层脑膜炎的一型)"
harahan,, [人名] 哈拉汉
Harakat al-Jihad al-Islami al-Filastini,,[网络] 哈拉卡特al-Jihad al-Islami al-Filastini
Harakat ul-Jihad-I-Islami,,[网络] 伊斯兰圣战组织
harakiri,n. ritual suicide by self-disembowelment on a sword; practiced by samurai in the traditional Japanese society,切腹（德国电影）
HARALD,,n. 哈拉尔德（丹麦国王）
haralson,, [人名] 哈拉尔森; [地名] [美国] 哈勒尔森
haram,,"n. (=harem)(伊斯兰教徒)女眷居住的内室,闺房, (伊斯兰教徒的)女眷,共配一雄的一群雌性动物"
harambe,,n. (Harambe)人名；(喀)哈兰贝
harambee,,<斯瓦希里>n.& int.哈兰比(齐心协力的意思)
haran,, [人名] 哈伦
harangue,n. a loud bombastic declamation expressed with strong emotion\nv. deliver a harangue to; address forcefully,"n. 演讲, 热烈讨论, 长篇大论, 夸夸其谈\nvt. 向...夸夸其谈地讲话"
harangued,imp. & p. p. of Harangue,v. 高谈阔论( harangue的过去式和过去分词 )
haranguer,"n. One who harangues, or is fond of haranguing; a\n   declaimer.","n. (长篇)演讲, 慷慨激昂的演说；高谈阔论, 冗长的说教(或训话、文章等)\nvt. 向…作长篇演讲；大声训斥:\nvi. 高谈阔论；慷慨陈词"
harangues,n a loud bombastic declamation expressed with strong emotion\nv deliver a harangue to; address forcefully,n. 高谈阔论的长篇演讲( harangue的名词复数 )\nv. 高谈阔论( harangue的第三人称单数 )
haranguing,p. pr. & vb. n. of Harangue,v. 高谈阔论( harangue的现在分词 )
harangur,,n. vi.长篇演说
Harappa,,n. 哈拉帕（巴基斯坦城市）
harappan,,adj. (巴基斯坦古城)哈拉帕的; (青铜器时代)哈拉帕文化的
harar,, [地名] [埃塞俄比亚] 哈勒尔
harara,,[医] 白蛉皮炎
HARARE,n. the capital and largest city of Zimbabwe,哈拉雷[津巴布韦首都](旧称索尔兹伯里)
harari,,n. 哈拉尔族人[语]\n [人名] 哈拉里
harary,, [人名] 哈拉里
harass,v. annoy continually or chronically\nv. exhaust by attacking repeatedly,"vt. 使困扰, 使烦恼, 折磨"
harassed,v annoy continually or chronically\nv exhaust by attacking repeatedly\ns troubled persistently especially with petty annoyances,a. 疲倦的；厌烦的
harasser,n. a persistent tormentor\nn. a persistent attacker,n. 骚扰者；袭扰者导弹车
harassers,plural of harasser\nn. a persistent tormentor\nn. a persistent attacker,(harasser 的复数) n. 骚扰者；袭扰者导弹车
harasses,v annoy continually or chronically\nv exhaust by attacking repeatedly,"v. 侵扰, 骚扰( harass的第三人称单数 ); 不断攻击（敌人）"
harassing,p. pr. & vb. n. of Harass,"v. 侵扰, 骚扰( harass的现在分词 ); 不断攻击（敌人）"
harassing fire,, 扰乱性射击
harassment,n. a feeling of intense annoyance caused by being tormented\nn. the act of tormenting by continued persistent attacks and criticism,"n. 困扰, 烦扰, 烦恼\n[法] 折磨, 骚扰, 侵扰"
harassment of debtor,,[法] 故意为难债务人
harassment of occupier,,[法] 故意为难占有人或房客
harassments,plural of harassment\nn. a feeling of intense annoyance caused by being tormented\nn. the act of tormenting by continued persistent attacks and criticism,"(harassment 的复数) n. 困扰, 烦扰, 烦恼\n[法] 折磨, 骚扰, 侵扰"
haraz,, [地名] [乍得] 哈拉兹
harazd,,n. 冒险
harb,,abbr. harbour 港口，港湾
harbach,, [人名] 哈巴克; [地名] [德国] 哈尔巴赫
harbage,, [人名] [英格兰人姓氏] 哈贝奇 Harber的变体
harbaugh,, [人名] 哈博
harbeck,, [人名] 哈贝克
harber,," [人名] [英格兰人姓氏] 哈伯职业名称，公寓主，来源于晚期古英语，含义是“蔽身之处，寄宿处”(shelter,lodging); [地名] [德国] 哈伯"
harberger,, [人名] 哈伯格
harbert,, [人名] [英格兰人姓氏] 哈伯特 Herbert的变体
harbin,,n. 哈尔滨（黑龙江省会）
harbinger,n. something that precedes and indicates the approach of something or someone,"n. 通告者, 预告者, 先驱, 预兆\nvt. 预告, 充做...的前驱"
harbinger of evil,,"兇兆,不祥之兆"
harbinger of spring,,春天的使者
harbingered,imp. & p. p. of Harbinger,"v. 预言者, 预兆( harbinger的过去式和过去分词 )"
harbingering,p. pr. & vb. n. of Harbinger,"v. 预言者, 预兆( harbinger的现在分词 )"
harbingers,n something that precedes and indicates the approach of something or someone\nv foreshadow or presage,"n. 预言者, 预兆( harbinger的名词复数 )\nv. 预言者, 预兆( harbinger的第三人称单数 )"
harbison,," [人名] [英格兰人姓氏] 哈比森取自父名，来源于Herbert,含义是“赫伯特之子”(son of Herbert)"
harbo,, [人名] 哈博; [地名] [尼日利亚] 哈尔博; [地名] [瑞典] 哈尔布
harbold,, [人名] 哈博尔德
harbolite,,硬辉沥青
harbor,"n. a place of refuge and comfort and security\nv. maintain (a theory, thoughts, or feelings)\nv. secretly shelter (as of fugitives or criminals)","n. 港, 避难所\nv. 庇护, 藏匿, (使)入港停泊"
harbor a resentment against,,对…心怀不满
harbor distrust,,心怀疑虑
harbor malice against,,对…怀有恶意
harbor misgivings,,对…怀有疑虑
harbor patrol,,[网络] 港口巡逻；橙县警局港警；海港巡逻队
harbor porpoise,, 鼠海豚
harbor seal,,n. 斑海豹
harborage,n (nautical) a place of refuge (as for a ship),"n. 停泊处, 避难所"
harbord,, [人名] [英格兰人姓氏] 哈博德 Herbert的变体
harbored,"v maintain (a theory, thoughts, or feelings)\nv secretly shelter (as of fugitives or criminals)\nv keep in one's possession; of animals\nv hold back a thought or feeling about",v. 心怀( harbor的过去式和过去分词 ); 庇护; 避入安全地; （船）入港停泊
harborer,"n. One who, or that which, harbors.", 窝藏（罪犯）
harboring,"v maintain (a theory, thoughts, or feelings)\nv secretly shelter (as of fugitives or criminals)\nv keep in one's possession; of animals\nv hold back a thought or feeling about",vbl. 怀著
harborless,a. Without a harbor; shelterless.,"a. 无港的, 无避难所的"
harborne,, [人名] 哈本
harborough, Alt. of Harbrough, [地名] [英国] 哈伯勒
harbors,"n a sheltered port where ships can take on or discharge cargo\nn a place of refuge and comfort and security\nv maintain (a theory, thoughts, or feelings)\nv secretly shelter (as of fugitives or criminals)\nv keep in one's possession; of animals\nv hold back a thought or feeling about",n. 海港( harbor的名词复数 ); 海湾; 避难所; 躲藏处
harborside,,[美国英语]\na. 海港边界的\nadv. (近、向)海港边界地
harbortite,,[矿]钠磷铝石
harbottle,, [人名] [英格兰人姓氏] 哈博特尔来源于古英语，含义是“佣工+住处”(hireling+dwelling)
harbour,"n a sheltered port where ships can take on or discharge cargo\nn a place of refuge and comfort and security\nv secretly shelter (as of fugitives or criminals)\nv keep in one's possession; of animals\nv hold back a thought or feeling about\nv maintain (a theory, thoughts, or feelings)","n. 港, 避难所\nv. 庇护, 藏匿, (使)入港停泊"
harbour a criminal,,[法] 窝藏罪犯
harbour accommodation,,[经] 海港设备
harbour authority,,[经] 港务局
harbour board,,[经] 建港公债
harbour bonds,,[经] 港务局
harbour bureau,,[经] 港务局
harbour construction,,[经] 港口建设
harbour dues,,"[经] 入港税, 港务费"
harbour facilities,,[经] 港口设备
harbour master,, 港口主任（负责指定船舶泊位等工作）
harbour no illusions about,,对于...不抱幻想
harbour of refuge,,[经] 避风港
harbour polic,,[法] 水上警察
harbour regulation,,[经] 港规
harbour resentment against,,对…怀恨在心
harbour risks,,[经] 港口险
harbour section,,[经] 港务局
harbour tax,,[经] 港口税
harbour ulterior motives,,别有用心
harbour-station,,[经] 港口站
harbourage,n (nautical) a place of refuge (as for a ship),"n. 停泊处, 躲藏处\n[法] 停泊处, 躲藏处"
harbourages,plural of harbourage\nn (nautical) a place of refuge (as for a ship),"(harbourage 的复数) n. 停泊处, 躲藏处\n[法] 停泊处, 躲藏处"
harboured,"v secretly shelter (as of fugitives or criminals)\nv keep in one's possession; of animals\nv hold back a thought or feeling about\nv maintain (a theory, thoughts, or feelings)",v. 庇护( harbour的过去式和过去分词 ); 怀着; 包含; 藏有
harbouring,"v secretly shelter (as of fugitives or criminals)\nv keep in one's possession; of animals\nv hold back a thought or feeling about\nv maintain (a theory, thoughts, or feelings)","[法] 包庇, 庇护, 隐匿"
harbouring feamale,,[法] 隐匿妇女
harbourless,,a. 无港的;无避难所的
harbourmaster,,n. 港务长
harbourmasters,plural of harbourmaster,(harbourmaster 的复数) n. 港务长
harbours,"n a sheltered port where ships can take on or discharge cargo\nn a place of refuge and comfort and security\nv secretly shelter (as of fugitives or criminals)\nv keep in one's possession; of animals\nv hold back a thought or feeling about\nv maintain (a theory, thoughts, or feelings)","n. 海港, 港口( harbour的名词复数 )\nv. 庇护( harbour的第三人称单数 ); 怀着; 包含; 藏有"
harbron,, [人名] [英格兰人姓氏] 哈布伦 Harborne的变体
harbrough, A shelter., [地名] [英国] 哈伯勒
harburg,, [地名] [德国] 哈尔堡
harbury,, [人名] 哈伯里; [地名] [英国] 哈伯里
harby,, [地名] [英国] 哈比
harc,,abbr. high altitude radar controller 高空雷达控制器; Human Affairs Research Center 人事研究中心
harcboard,,硬纸板
harcourt,,n. 哈考特（姓氏）；哈科特港（尼日利亚）
Harcourt lamp,,[化] 哈尔考特戊烷灯
harcrow,, [人名] 哈克罗
harcum,, [人名] 哈克姆
harcus,,哈卡斯铬锰钢
hard,a. dispassionate; \na. resisting weight or pressure\ns. very strong or vigorous\na. (of light) transmitted directly from a pointed light source,"a. 坚硬的, 硬的, 难的, 艰苦的, 困难的, 坚固的, 猛烈的, 艰难的, 结实的, 确实的\nadv. 坚硬地, 努力地, 辛苦地, 接近地, 猛烈地, 牢固地"
hard (carbon) black,,[化] 硬质炭黑; 补强炭黑
hard (china) clay,,[化] 硬质陶土
hard aboard,,紧靠船边
hard acid,,[机] 硬酸
hard adder,,[计] 硬加法器
hard alloy,,[化] 硬质合金
hard and fast,,"严格的, 搁浅的"
hard anodizing,,[化] 硬质阳极氧化
hard arbitrage,,"[经] 硬行套利, 艰辛的套利"
hard area,,[医] 硬区
hard ash coal,,[化] 贫烟煤; 硬灰煤; 瘦煤
hard at it,,"拼命工作, 工作卖力"
hard axis,,[计] 难磁化轴
hard bargain,,"[经] 苛刻的交易, 艰苦的谈判"
hard base,,[机] 硬碱
hard beech,,[网络] 硬榉木
hard biscuit,,"[医] 硬烤瓷饼, 硬瓷面"
hard bitten,,"顽固的,刚愎的"
hard boiled,,"熟蛋黄,冷酷"
hard borosilicate glass,,[化] 硬质硼硅玻璃; 耐热玻璃
hard breakdown,,[化] 硬击穿
hard brittle material,,[化] 脆性材料
hard bronze,,[化] 硬青铜
hard bubble,,[计] 硬泡
hard bubble suppression,,[计] 硬泡抑制
hard burned,,[化] 硬烧的; 高温焙烧过的
hard burned mangesia,,[机] 烧硬氧化镁
hard by,,在近处
hard cancer,,[医] 硬癌
hard candy,,[化] 硬糖
hard case,, 难处理的案件
hard cases,,"[法] 难处理的事情, 棘手案件, 疑难案件"
hard cash,,"硬币, 现金\n[经] 硬币, 现金"
hard cataract,,[医] 硬内障
hard center felt wheel,,[医] 硬心毡轮
hard chancre,,"[医] 硬下疳, 亨特尔氏下疳, 真下疳"
hard chapter,,"艰难的一章;痛苦的经历,悲惨命运"
hard charcoal,,[化] 白炭
hard cheese,,"恶运, 倒霉"
hard chromium (electro)plating,,[化] 耐磨性电镀铬
hard cider,,[化] 烈性苹果酒
hard clam,, [医]文蛤
hard clavus,,"[医] 硬钉胼, 硬鸡眼"
hard coal,,[化] 硬煤
hard coded,,un. 硬编码；编码硬化\n[网络] 硬编译代码；写死；硬体编码
hard coke,,"[机] 硬质焦炭, 硬煤焦"
hard cook,,[化] 硬煮; 过度蒸煮
hard copy,,"[计] 硬拷贝; 复印文本\n[经] 复制件, 硬拷贝, 印刷记录"
hard copy log,,[计] 硬拷贝登录
hard core,,[计] 核心硬件; 硬核
hard core control,,[经] 硬核心控制
hard core potential,,[化] 硬心势(分子间相互作用电位)
hard corn,,[医] 硬鸡眼
hard costs,,[经] 确实成本
hard cough,,[医] 苦咳
hard court,,n. 铺有混凝土或柏油的网球场
hard crash,,"[计] 硬件失败, 硬故障"
hard currency,,"硬通货\n[经] 硬币, 硬通货"
hard detergent,,[化] 硬性洗涤剂(不易生物降解者)
hard disc,,n. 硬盘
hard disk,,硬盘\n[计] 硬盘
hard disk drive,,[计] 硬盘驱动器
hard disk drives,,[电] 硬式磁盘机
hard disk operating system,,[计] 硬磁盘操作系统
hard disk partition,,硬盘分区\n[计] 硬盘分区
hard done by,,受到不公正对待
hard draw,,[化] 冷拔; 硬拔; 硬拉拔; 硬冷拉拔
hard drawn,,[电] 硬抽
hard drawn copper wire,,[电] 硬抽铜线
hard drink,, 烈（性）酒
hard drinks,,烈酒
hard drive,,[电] 硬式磁盘机
hard drug,,[法] 使人成瘾的毒品
hard earned,,辛苦得来的
hard edit,,[计] 硬件编辑
hard error,,[计] 硬错误
hard evidence,,[法] 铁证
hard eyed,,目光锐利地
hard facing,,[化] 表面硬化; 表面淬火; 表面耐磨堆焊(层); 硬表堆焊(层)
hard facts,,"铁的事实,不容争辩的事实"
hard facts prove that...,,铁一般的事实证明...
hard fern,,【植物】；乌毛蕨属(Lomaria)植物
hard fibre paper,,[化] 青壳纸
hard fibroma,,[医] 硬性纤维瘤
hard finish plaster,,[化] 缓硬石膏
hard firing,,[电] 硬火
hard font library,,[计] 硬字模库
hard format,,[计] 硬格式
hard gamma-rays,,"[医] 硬γ-线, 硬γ-射线"
hard glasses,,[医] 硬玻璃
hard gloss paint,,[化] 硬光漆
hard going,," 难懂的, 难欣赏的, 令人厌烦的; 戛戛"
hard gold,,[医] 硬金
hard goods,,[经] 耐用货物
hard grace,,"恶运,厄运;恶意,严厉"
hard hat,, 安全帽
hard headed,,"实际的,精明的,圆满的,週道的"
hard hearted,,"无情的,冷酷的"
hard knocks,," 不幸, 困苦, 挫折"
hard labor,, 强迫劳役
hard labour,,"强迫劳役\n[法] 强迫苦役, 劳役, 苦工"
hard landing,,硬着陆
hard lead,,[化] 硬铅; 铅锑合金
hard left,,n. （政治）极左派成员
Hard Light,,强光
hard line,,"强硬路线, 强硬立场"
hard lines,,"n. 厄运, 坏运气"
hard links,,[计] 硬链接
hard liquor,,[化] 烈性酒; (高酒度)蒸馏酒
hard loan,,"[经] 条件苛刻的贷款, 硬贷款"
hard luck,,"int. & n. <非正>厄运, 真倒霉"
hard lump,,[化] 硬块
hard magnetic material,,[化] 硬磁材料
hard maple,, 银槭; 糖槭; 岩槭; 硬木
hard metal,,[化] 硬质合金
hard metals,,[化] 硬质合金
hard money,,"[经] 高利率, 银根紧俏, 硬币"
hard news,,n. 重要新闻; 硬新闻
hard nosed,,"顽固的,理性实际的"
hard nut,, <非正>难对付的人[事]
hard odontoma,,[医] 硬牙瘤
hard of hearing,,听力不佳
hard on,,对…很苛刻;对…损害得很厉害
hard palate,,[医] 硬腭
hard papilloma,,[医] 硬性乳头[状]瘤
hard paraffin,,"[医] 固体石蜡, 硬石蜡"
hard pine,, 硬松类
hard pitch,,[医] 硬沥青
hard porn,,abbr. hard-core pornography 赤裸裸地描写性行为的小说
hard pressed,,"受压迫的,财政紧迫的"
hard processing channel black,,[化] 难加工槽黑; 难混槽黑
hard pulse,,"[医] 硬脉, 刚脉"
hard put,, 陷入困境
hard radiation,,[化] 硬辐射\n[医] 硬线放射
hard ramming,,[机] 重捣砂
hard rays,,[医] 硬射线(短波X线)
hard red winter wheat,,[经] 硬红冬麦
hard red winter wheat belt,,[经] 硬红冬小麦带
hard reset,,[计] 硬复位
hard residue,,[化] 硬性残留物(未降解的表面活性剂)
hard right,,n. 极右派成员
hard rock,," 硬岩, 硬岩石"
hard roe,,n. 鱼卵
hard roentgen-rays,,[医] 硬性X线
hard roll,, 硬包；硬质面包
hard rubber,,"[化] 硬质胶; 硬橡胶; 硬质橡胶\n[医] 硬橡皮, 硫化橡胶"
hard rush,, 灯心草
hard sales promotion,,[经] 硬推销法
hard sand match,,[机] 硬砂模型板
hard sauce,, 甜黄油沙司
hard science,,自然科学
hard sector,,[计] 硬扇区
hard sectored format,,[计] 硬扇区记录格式
hard sectoring,,[计] 硬分段
hard sell,,"硬行推销, 困难的说服工作"
hard service,,[化] 不良使用; 超负荷工作状态
hard shoulder,, 隔离墩
hard sledding,,n. 费力
hard soap,,"[化] 硬皂; 钠皂\n[医] 硬皂, 钠皂"
hard solder,,[化] 硬焊料
hard sore,,[医] 下疳
hard sphere,,[化] 硬球
hard sphere potential,,[化] 硬心势(分子间相互作用电位)
hard spot,,[经] 坚挺的现货
hard spots,,[化] 硬点; 麻点
hard steel,,[机] 硬钢
hard stone,,坚硬的石头
hard stop,,[计] 硬停
hard stuff,,"[经] 硬币, 现金"
hard surface,,[化] 硬面; 硬表面; 淬火表面; 表面淬火
hard surfacing,,[化] 表面淬火
hard swearing,,"赌咒发誓\n[法] 假誓, 伪誓, 伪证"
hard tick,, [医]硬蜱，硬体蜱
hard time,, 艰难时刻
hard times,,"[经] 市面萧条, 不景气"
hard to please,, 难以取悦难以满足的
hard tube,,[电] 硬性电子管
hard tube pulser,,[电] 硬性管脉冲器
hard tube sweep generator,,[电] 硬管扫描产生器
hard ulcer,,[医] 下疳
hard up,," <口>经济困难, 缺钱; 窄; 窘; 拮据"
hard up for,,缺乏…
hard upon,,接近于
hard vacuum seal,,[化] 强真空密封
hard wait,,[计] 硬等待
hard water,,[化] 硬水\n[医] 硬水
hard water (resisting) soap,,[化] 抗硬水皂
hard water soap,,"[医] 硬水用皂, 海水用皂"
hard water treatment,,[医] 黑尔氏疗法(治痢疾)
hard wax flux,,[医] 硬蜡焊媒
hard wheat,,[经] 硬麦
hard wood distillation,,[化] 阔叶材干馏; 硬材干馏
hard wood tar,,[化] 阔叶材焦油; 硬材焦油
hard work,, 繁重的工作; 劳苦; 苦工; 苦功
hard worker,,勤奋工作者
hard working,,辛勤工作的
hard x ray,,[电] 硬性X射线
hard x-ray,,[电] 硬X射线
hard x-rays,,[电] 硬性X射线
hard zinc,,[化] 硬锌(镀锌时熔锌槽内积累的锌铁合金)
hard(-drawn) wire,,[化] 硬拉金属丝; 硬拉线
hard-and-fast,s. (of rules) stringently enforced,"a. 固定的, 不容变通的\n[法] 不可触犯的, 非遵守不可的"
hard-ass,,"[粗俗语]\nn. 凶悍的人, 厉害的家伙\na. 凶悍的, 强横的"
hard-assed,,"[粗俗语]\nn. 凶悍的人, 厉害的家伙\na. 凶悍的, 强横的"
hard-baked,s baked until hard, 烤干的
hard-baked spleen,,[医] 烤硬状脾(何杰金氏病时)
hard-bitten,s. tough and callous by virtue of experience,"a. 顽强的, 不易对付的, 难以驾御的, 顽固的"
hard-boil,,v. 把(蛋)煮熟硬
hard-boiled,s. (eggs) cooked until the yolk is solid,"a. 煮过熟了的, 不动感情的"
hard-boiled egg,,[网络] 难相处的人；水煮蛋；煎全熟蛋
hard-burned,,a. 用烈火烧硬的
hard-code,," 编写硬代码, 编写硬编码（编码不会被轻易更改）"
hard-coded,,[计] 硬编码
hard-cooked egg,,[网络] 全熟水煮蛋
hard-copy file,,[计] 硬拷贝文件
hard-copy log,,[计] 硬拷贝登录
hard-copy output,,[计] 硬拷贝输出
hard-copy printer,,[计] 硬拷贝打印机
hard-copy task,,[计] 硬拷贝任务
hard-core,s. stubbornly resistant to change or improvement\ns. intensely loyal\ns. extremely explicit,"a. 顽固不化的, 赤裸裸描写的, 不愿改变的"
hard-core countries,,[经] 最困难的国家
hard-core monitor,,[计] 核心硬件监督程序
hard-disk,,硬盘
hard-disk controller,,[计] 硬盘控制器
hard-disk interface,,[计] 硬盘接口
hard-disk type,,[计] 硬盘类型
hard-disks,plural of hard-disk,(hard-disk 的复数) 硬盘
hard-drawn,,a. 冷拉的
hard-drawn aluminium wire,,[化] 硬铝线
hard-drawn steel wire,,[化] 硬拉钢丝; 冷拔钢丝
hard-drinking,,a. 酗酒的；喝酒成瘾的
hard-driving,,"a. 精力充沛的; 进取心十足的, 咄咄逼人的; 要求过高的, 过于苛责的"
hard-earned,,a. 辛苦得到的
hard-edge,, 硬边
hard-edged,,"a. （风格、戏剧、文章等）精辟有力的, 犀利的, 客观理智的"
hard-eyed,,"a. 冷眼旁观的, 挑剔的, 怀疑的"
hard-face,,"vt. 使...的表面硬化, 对...进行硬质焊敷"
hard-faced,,"a. 面貌严厉的, 面貌难看的"
hard-favoured,,"a. 面貌凶恶的, 其貌不扬的"
hard-featured,"a. Having coarse, unattractive or stern features.","a. 面貌凶恶的, 其貌不扬的"
hard-fought,s requiring great effort, 艰苦斗争的；激烈战斗的
hard-hat,,adj. 保守的，顽固不化的；保守反动的
hard-headed,,"a. （人）讲究实际的, 头脑清晰的, 不感情用事的"
hard-hearted,a. Unsympathetic; inexorable; cruel; pitiless.,"a. 无同情心的, 硬心肠的, 冷酷的"
hard-hit,,"a. 深受打击的, 遭受不幸的; 强烈吸引的, 深爱着的"
hard-hitting,s characterized by or full of force and vigor\ns aggressively and persistently persuasive,"a. 用力打击的, 能用力打击的"
hard-land,,v. 硬着陆
hard-line,s firm and uncompromising,[法] 主张强硬路线者
hard-liner,s firm and uncompromising,n. 不妥协者
hard-liners,plural of hard-liner\ns firm and uncompromising,(hard-liner 的复数) n.不妥协者
hard-loan,,[法] 条件苛刻的贷款
hard-luck,,"a. 1。不幸的, 倒霉的, 恶运的"
hard-luck story,, 诉说不幸的遭遇（为博得他人同情或帮助）
hard-man,,n. (Hardman)人名；(英)哈德曼
hard-men,plural of hard-man,(hard-man 的复数) n. (Hardman)人名；(英)哈德曼
hard-money,,"[法] 硬币, 现金"
hard-nosed,s guided by practical experience and observation rather than theory,"a. 嗅觉不好的, 顽固的, 丑陋的"
hard-of-hearing,s. having a hearing loss,a. 有点聋的
hard-on,n. an erect penis,"n. <美俚>渴望获得, <美俚><粗>阴茎的勃起"
hard-ons,plural of hard-on,"(hard-on 的复数) n. <美俚>渴望获得, <美俚><粗>阴茎的勃起"
hard-paste,, （旧用名词）硬质瓷
hard-pressed,s facing or experiencing financial trouble or difficulty,"a. 处于困境的, 遭受强大压力的; 经济困难的"
hard-sectored,,[计] 硬扇区分段的
hard-sectored format,,[计] 硬扇区格式
hard-sell,,a. 强行推销的\n[经] 硬行推销
hard-set,,"a. 陷于苦难中的, 坚固的, 坚决的"
hard-shell,,"a. 硬皮的, 顽固的"
hard-shell clam,,帘蛤
hard-shell crab,, (未脱过壳的)食用硬壳蟹
hard-shelled,s. of animals or plants that have a hard shell,"a. 有硬壳的, 僵硬的"
hard-skinned puffball,,[网络] 硬皮马勃
hard-solder,,"[医] 硬焊(指熔点高的焊,其特点为不易变色,比软焊结实)"
hard-sphere collision theory,,[机] 硬球碰撞理论
hard-spun,,a. (指棉纱等)织得很紧密的
hard-surface,, 硬面
hard-to-get,,[计] 难得到的
hard-to-get-at place,,[化] 难达处
hard-to-please,"s (of persons) ""his father was a hard-to-please taskmaster""",难以取悦
hard-to-reach,,adj. 难于接近的，难通过的; 难接触
hard-to-use,,[计] 难使用的
hard-top,, 硬顶
hard-up,,adj. 缺钱，手头紧
hard-wearing,,[经] 耐磨的
hard-wire,, 硬拔线
hard-wired,,"[计] 硬连线的, 硬件实现的, 固定安装的"
hard-wired control,,[计] 硬连线控制
hard-wired instruction,,[计] 硬连线指令
hard-wired logic,,[计] 硬连线逻辑
hard-wired system,,[计] 硬连线系统
hard-wired terminal,,[计] 硬连线终端
hard-won,,"a. 难得的, 来之不易的"
hard-work,,努力工作；[劳经] 繁重的工作
hard-working,-ing form of hard-work,(hard-work 的现在分词) 努力工作；[劳经] 繁重的工作
hardacre,, [人名] 哈达克
hardanger,, [地名] [挪威] 哈当厄（地区）
hardaway,, [人名] 哈达韦; [地名] [美国] 哈达韦
hardback,n. a book with cardboard or cloth or leather covers,a. 硬封面的\nn. 精装本
hardbacked,s having a hard back or cover,"a. 硬封面的, 精装的"
hardbacks,n. a book with cardboard or cloth or leather covers,n. 精装书( hardback的复数形式 )
hardbake,n. a British sweet made with molasses and butter and almonds,n. 杏仁乳脂糖
hardball,n. a no-nonsense attitude in business or politics\nn. baseball as distinguished from softball,n. 硬式棒球（等于baseball）；（为达到某种目的而采取的）强硬手段；[俚]刀剑搏杀
hardbitten,,"a. 顽强的, 坚韧的"
hardboard,n a cheap hard material made from wood chips that are pressed together and bound with synthetic resin,n. 硬纸板
hardboards,plural of hardboard\nn a cheap hard material made from wood chips that are pressed together and bound with synthetic resin,(hardboard 的复数) n. 硬纸板
hardboiled,,"a. 煮得老的, 挺直的, 不动感情的, 强硬的, 无情的"
hardboot,,"n. 骑马人,骑师"
hardbound,s having a hard back or cover,a. 精装的
hardbound edition,,硬封面精装版
hardcard,,硬卡
hardcards,plural of hardcard,(hardcard 的复数) 硬卡
hardcase,,"a. 强健的,倍受艰苦锻炼的,强悍的"
hardcases,plural of hardcase,"(hardcase 的复数) adj.强健的,倍受艰苦锻炼的,强悍的"
Hardcastle,,n. (Hardcastle)人名；(英)哈德卡斯尔
