word,definition,translation
dead-heat,,n. 指不分胜负的比赛，同时到达终点，
dead-level trunk line,,"[计] 空层中继线, 备用中继线"
dead-line,,安全界线；静线
dead-lines,plural of dead-line,(dead-line 的复数) 安全界线；静线
dead-lock,,冻结\n锁死
dead-locks,plural of dead-lock,(dead-lock 的复数) 冻结\n锁死
dead-man's float,,[网络] 头朝下浮在水面
dead-man's-fingers,,[网络] 英文名
dead-melted steel,,[化] 全脱氧钢
dead-men's-fingers,,[网络] 死人的手指
dead-on,s accurate and to the point,a. 完全正确的
dead-pan,,adj.& adv. <美俚>面部无表情的[地]，不带感情色彩的[地]
dead-reckoning,, 航位推算法
dead-ripe,,adj. 熟透了的
dead-set,,"a. 坚定不移的, 决心的"
dead-smooth-cut file,,[机] 最细纹锉
dead-stick landing,,n. 滑翔着陆（引擎故障时的飞机降落）
dead-stop end point,,[化] 永停终点
dead-stoptitration,,[化] 死停滴定; 双安培滴定
dead-tree,,"a. 陈旧的, 过时的, 古老的"
dead-weight,, 自重
dead-weight safety valve,,[机] 重码安定阀
dead-weights,plural of dead-weight,(dead-weight 的复数)  自重
deadaptation,,去适应
deadass,,"n. 大笨蛋,头号傻瓜"
deadband,,n. 无控制作用区，死区
deadbeat,n someone who fails to meet a financial obligation,"n. 赖债不还的人, 游手好闲的人, 落魄者\na. 直进式的, 非周期的"
deadbeat dad,,[网络] 不尽责的父亲；疲力竭的父亲
deadbeat instrument,,[电] 不摆仪器
deadbeats,n. someone who fails to meet a financial obligation,"n. <俗>赖债不还的人, 游手好闲者( deadbeat的复数形式 )"
deadbolt,n the part of a lock that is engaged or withdrawn with a key, = deadlock (2)
deadborn,a. Stillborn.,a. 死产的
deadburn,,锻烧
deadee,,n. 遗像
deaden,"v. make vapid or deprive of spirit\nv. lessen the momentum or velocity of\nv. become lifeless, less lively, intense, or active; lose life, force, or vigor","vt. 使减弱, 使麻木\nvi. 减弱"
deadend,,a. 行不通的; 没出路的\nn. 无出路; 到达尽头
deadened,"v make vague or obscure or make (an image) less visible\nv cut a girdle around so as to kill by interrupting the circulation of water and nutrients\nv make vapid or deprive of spirit\nv lessen the momentum or velocity of\nv become lifeless, less lively, intense, or active; lose life, force, or vigor\nv make less lively, intense, or vigorous; impair in vigor, force, activity, or sensation\nv convert (metallic mercury) into a grey powder consisting of minute globules, as by shaking with chalk or fatty oil\ns devoid of physical sensation; numb\ns made or become less intense",污染不能起汞齐作用的
deadener,"n. One who, or that which, deadens or checks.",隔音材料
deadening,"n the act of making something futile and useless (as by routine)\nv make vague or obscure or make (an image) less visible\nv cut a girdle around so as to kill by interrupting the circulation of water and nutrients\nv make vapid or deprive of spirit\nv lessen the momentum or velocity of\nv become lifeless, less lively, intense, or active; lose life, force, or vigor\nv make less lively, intense, or vigorous; impair in vigor, force, activity, or sensation\nv convert (metallic mercury) into a grey powder consisting of minute globules, as by shaking with chalk or fatty oil\ns so lacking in interest as to cause mental weariness","n. 减弱, 消音材料"
deadening felt,,[化] 隔音毡
deadeningly,,adv. deaden的变形
deadens,"v make vague or obscure or make (an image) less visible\nv cut a girdle around so as to kill by interrupting the circulation of water and nutrients\nv make vapid or deprive of spirit\nv lessen the momentum or velocity of\nv become lifeless, less lively, intense, or active; lose life, force, or vigor\nv make less lively, intense, or vigorous; impair in vigor, force, activity, or sensation\nv convert (metallic mercury) into a grey powder consisting of minute globules, as by shaking with chalk or fatty oil","v. 抑制 （感情）, 缓和 （疼痛）( deaden的第三人称单数 ); 减弱 （声音）"
deadenylylating enzyme,,[化] 脱腺苷酰酶
deader,"a no longer having or seeming to have or expecting to have life\na not showing characteristics of life especially the capacity to sustain life; no longer exerting force or having energy or heat\ns very tired\ns unerringly accurate\ns physically inactive\ns (followed by `to') not showing human feeling or sensitivity; unresponsive\ns devoid of physical sensation; numb\ns lacking acoustic resonance\ns not yielding a return\ns not circulating or flowing\ns not surviving in active use\ns lacking resilience or bounce\ns out of use or operation because of a fault or breakdown\ns no longer having force or relevance\ns complete\ns drained of electric charge; discharged\ns devoid of activity; nothing ever happens here""","n. [俚语]死人, 死尸, 尸体"
deadest,,dead（死去的）的最高级形式
deadeye,n. a dead shot\nn. (nautical) a round hardwood disk with holes and a grooved perimeter used to tighten a shroud,"n. (海)三眼木饼, 神射手"
deadfall,,"n. 陷阱, 倒下的树木"
deadhead,n. a nonenterprising person who is not paying his way\nn. a train or bus or taxi traveling empty,"n. 免费乘客, 免费入场者"
deadheading,-ing form of deadhead\nn. a nonenterprising person who is not paying his way\nn. a train or bus or taxi traveling empty,"(deadhead 的现在分词) n. 免费乘客, 免费入场者"
deadheads,plural of deadhead\nn. a nonenterprising person who is not paying his way\nn. a train or bus or taxi traveling empty,"(deadhead 的复数) n. 免费乘客, 免费入场者"
deadhorse,, [地名] [美国] 戴德霍斯
deadhouse,n. A morgue; a place for the temporary reception and\n   exposure of dead bodies.,n. 停尸所
deading,,褪光
deadish,"a. Somewhat dead, dull, or lifeless; deathlike.","a. 无生气的, 钝浊的"
deadlatch,"n. A kind of latch whose bolt may be so locked by a detent\n   that it can not be opened from the inside by the handle, or from the\n   outside by the latch key.",n. 弹簧锁
deadlier,s causing or capable of causing death\ns of an instrument of certain death\ns extremely poisonous or injurious; producing venom\ns involving loss of divine grace or spiritual death\ns exceedingly harmful\ns (of a disease) having a rapid course and violent effect,"击中要害的, 致命的, 致死的\n（植物）烈性的, 毒性的\n死一般地\n极度地, 极端地, 非常"
deadliest,s causing or capable of causing death\ns of an instrument of certain death\ns extremely poisonous or injurious; producing venom\ns involving loss of divine grace or spiritual death\ns exceedingly harmful\ns (of a disease) having a rapid course and violent effect,a. 最致命的
deadlight,n. a strong shutter over a ship's porthole that is closed in stormy weather,n. 舷窗内盖
deadlimb,,"[医] 死肢感, 手足麻木"
deadline,n. the point in time at which something must be completed,"n. 最后期限, 截止期限\n[经] 截止日期"
deadline for performance,,[法] 履行期限
deadlines,n. the point in time at which something must be completed,n. 最后期限( deadline的复数形式 )
deadliness,n. the quality of being deadly,n. 致命
deadlock,n. a situation in which no progress can be made or no advancement is possible,"n. 僵局, 停顿\nv. (使)停顿, (使)相持不下\n[计] 死锁"
deadlock avoidance,,"[计] 死锁避免, 死锁排除"
deadlock avoidance algorithm,,[计] 死锁避免算法
deadlock avoidance scheme,,[计] 死锁避免方案
deadlock condition,,[计] 死锁条件
deadlock detection,,"[计] 死锁检测, 死锁检查"
deadlock detection and avoidance,,[计] 死锁检测和避免
deadlock detection and resolution,,[计] 死锁检测和分解
deadlock prevention,,[计] 无死预防
deadlock prevention technique,,"[计] 死锁预防技术, 死锁预防方法"
deadlock property,,[计] 死锁特性
deadlock state,,[计] 死锁状态
deadlock task,,[计] 死锁任务
deadlock theory,,[计] 死锁理论
deadlock-free,,[计] 无死锁的
deadlock-free scheme,,[计] 无死锁模式
deadlock-freeness,,[计] 无死锁性
deadlocked,s. at a complete standstill because of opposition of two unrelenting forces or factions,a. 陷入僵局的；僵持不下的
deadlocking,-ing form of deadlock\nn. a situation in which no progress can be made or no advancement is possible,"(deadlock 的现在分词) n. 僵局, 停顿\nv. (使)停顿, (使)相持不下\n[计] 死锁"
deadlocks,plural of deadlock\nn. a situation in which no progress can be made or no advancement is possible,"(deadlock 的复数) n. 僵局, 停顿\nv. (使)停顿, (使)相持不下\n[计] 死锁"
deadly,s. causing or capable of causing death\ns. of an instrument of certain death\ns. extremely poisonous or injurious; producing venom\ns. involving loss of divine grace or spiritual death,"a. 致命的, 致死的\nadv. 非常, 如死一般地"
deadly compound,,[化] 致命化合物
deadly feud,,"不共戴天的家族世仇,深仇大恨"
deadly nightshade,,[医] 颠茄
deadly nightshade root,,[化] 颠茄根\n[医] 颠茄[根]
deadly sin,, 死罪
deadly sins,,不可饶恕的罪行
deadly weapon,,[法] 致命的凶器
deadman,,"n. 木桩或水泥桩, 临时支撑物"
deadmans,plural of deadman,"(deadman 的复数) n.木桩或水泥桩, 临时支撑物"
deadmen,plural of deadman,"(deadman 的复数) n.木桩或水泥桩, 临时支撑物"
deadneck,,n. <美俚>笨蛋
deadness,n. the physical property of something that has lost its elasticity\nn. the inanimate property of something that has died,"n. 死, 死一样的状态, 无生气"
deadpan,s. deliberately impassive in manner\nr. without betraying any feeling,n. 无表情的脸
deadpanner,,n. 无表情的脸；面无表情的人 (deadpan的变形)
deadpanning,-ing form of deadpan\ns. deliberately impassive in manner\nr. without betraying any feeling,(deadpan 的现在分词) n. 无表情的脸
deadpans,plural of deadpan\ns. deliberately impassive in manner\nr. without betraying any feeling,(deadpan 的复数) n. 无表情的脸
deadpool,, 死侍
deadrise,, 舭部升高
deads,n people who are no longer living\nn a time when coldness (or some other quality associated with death) is intense,"围岩, 井下废石, 尾矿"
deadstart,,静启动; 静启动
deadsville,,"a. <美俚>沉闷的,令人厌烦的"
deadweight,,"n. 自重, 重负\n[法] 载重量, 载重吨位"
deadweight capacity,,(总)载重吨位
deadweight ton,," 净吨, 载重吨"
deadweight tons,,(总)载重吨位
deadweights,plural of deadweight,"(deadweight 的复数) n. 自重, 重负\n[法] 载重量, 载重吨位"
deadwood,n. a branch or a part of a tree that is dead,"n. 枯枝, 朽木, 无用(或冗赘的)人员"
deadwoods,plural of deadwood\nn. a branch or a part of a tree that is dead,"(deadwood 的复数) n. 枯枝, 朽木, 无用(或冗赘的)人员"
deadworks,n. pl. The parts of a ship above the water when she is\n   laden.,n. （挖到矿物之前所做的）无益之工
deady,, [人名] 戴迪
DEAE cellulose,,deae纤维素
DEAE-cellulose,,[化] 二乙氨基乙基纤维素
DEAE-Sephadex,,[化] 二乙氨乙基交联葡聚糖(凝胶)
deaensitization,,退敏
deaerate,v. remove air or gas from,vt. 使除去空气\n[化] 脱气
deaerating tank,,[化] 脱气槽
deaeration,,"脱[排, 除]气(法), 脱泡(作用)"
deaerator,,"n. 除气器, 脱氧器\n[化] 除氧器; 脱气塔; 脱氧槽"
deaering,,"除气, 排气"
deaerization plant,,[化] 除氧器
deaf,n. people who have severe hearing impairments\na. lacking or deprived of the sense of hearing wholly or in part\ns. (usually followed by `to') unwilling or refusing to pay heed,a. 聋的\n[医] 聋的
deaf aid,,助听器
deaf as a post,,na. 全聋\n[网络] 聋得什么也听不到
deaf field,,"[医] 聋区, 聋点"
deaf mute,,[医] 聋哑人
deaf mutism,,[医] 聋哑症
deaf ore,,[化] 哑矿(含矿很少的矿); 含矿脉壁泥
deaf person,,[网络] 失去听觉者；聋子
deaf point,,[医] 聋点
deaf spot,,[医] 聋点
deaf-aid,n an electronic device that amplifies sound and is worn to compensate for poor hearing,n. 助听器
deaf-aids,n. an electronic device that amplifies sound and is worn to compensate for poor hearing,n. 助听器
deaf-and-dumb,s lacking the sense of hearing and the ability to speak,a. 聋哑的
deaf-and-dumb person,,[网络] 聋哑人
deaf-mute,n a deaf person who is unable to speak\ns lacking the sense of hearing and the ability to speak,n. 聋哑者\na. 聋哑的
deaf-muteness,, [医]聋哑
deaf-mutes,n. a deaf person who is unable to speak,n. 聋哑者( deaf-mute的复数形式 )
deaf-mutism,n. congenital deafness that results in inability to speak,n. 聋哑状态\n[医] 聋哑症
deafen,v. be unbearably loud\nv. make or render deaf\nv. make soundproof,vt. 使聋\nvi. 变聋
deafened,s. caused to hear poorly or not at all,v. 使聋( deafen的过去式和过去分词 ); 使隔音
deafener,,减音器
deafening,s. loud enough to cause (temporary) hearing loss,a. 震耳欲聋的
deafeningly,,adv. 震耳欲聋地；非常吵闹地
deafens,v be unbearably loud\nv make or render deaf\nv make soundproof,v. 使聋( deafen的第三人称单数 ); 使隔音
deafer,a. lacking or deprived of the sense of hearing wholly or in part\ns. (usually followed by `to') unwilling or refusing to pay heed,a. 聋的( deaf的比较级 ); 不愿听的; 耳聋的人; 聋子
deafest,a. lacking or deprived of the sense of hearing wholly or in part\ns. (usually followed by `to') unwilling or refusing to pay heed,a. 聋的( deaf的最高级 ); 不愿听的; 耳聋的人; 聋子
deafferent,, [医]非传入的
deafferentate,,[医] 传入神经阻滞
deafferentation,,传入神经阻滞
deafferented,,a. [医]传入神经阻滞的
deafish,,a. 聋的 (deaf的变形)
deafly,,adv. deaf的变形
deafmute,, [医]聋哑人
deafmutism,,聋哑(状态)
deafness,n. partial or complete loss of hearing,"n. 聋, 不听\n[医] 聋[症]"
deagglomeration,,[机] 松团作用
deaggregating effect,,[化] 解聚集效应
deagnetize,,"[计] 去磁, 退磁"
deagnose,,诊断
deagnostic,,[计] 诊断的
deagnostic category,,[计] 诊断种类
deagnostic check,,[计] 诊断校验
deagnostic code,,[计] 诊断码
deagnostic communication,,[计] 诊断通信
deagnostic compiler,,[计] 诊断编译程序
deagnostic control data,,[计] 诊断控制数据
deagnostic control program,,[计] 诊断控制程序
deagnostic dictionary,,[计] 诊断辞典
deagnostic diskette,,[计] 诊断软盘
deagnostic error message,,[计] 诊断错误信息
deagnostic error processing,,[计] 诊断错误处理
deagnostic function,,[计] 诊断功能
deagnostic function test,,[计] 诊断功能测试
deagnostic graph,,[计] 诊断图
deagnostic instruction,,[计] 诊断指令
deagnostic line,,[计] 诊断行
deagnostic loader,,[计] 诊断装入程序
deagnostic logout,,[计] 诊断记录
deagnostic message,,[计] 诊断信息
deagnostic modeling,,[计] 诊断模型化
deagnostic monitor,,[计] 论断监视器
deagnostic output file,,[计] 诊断输出文件
deagnostic package,,"[计] 诊断程序包, 诊断部件"
deagnostic processor,,[计] 诊断处理程序
deagnostic program,,[计] 诊断程序
deagnostic programming,,[计] 诊断程序设计
deagnostic report,,[计] 诊断报表
deagnostic routine,,[计] 诊断程序
deagnostic scan,,[计] 诊断扫描
deagnostic software,,[计] 诊断软件
deagnostic structure,,[计] 诊断结构
deagnostic subsystem,,[计] 诊断子系统
deagnostic test,,"[计] 诊断试验, 诊断检查"
deagnostic tool,,[计] 诊断工具
deair,,除[排]气
deaister,,[气]多伊斯特风
deak,, [人名] 迪克
Deakin,,n. 迪肯大学（澳大利亚的大学）
deakins,, [人名] 迪金斯
deal,n. a particular instance of buying or selling\nn. a plank of softwood (fir or pine board)\nn. the type of treatment received (especially as the result of an agreement)\nn. the act of distributing playing cards,"n. 交易, 协定, 数量, 买卖, 松木板\nvi. 处理, 应付, 做生意\nvt. 分配, 发牌, 给予\n[计] 发牌"
deal a heavy blow to,,给...以沉重打击
deal hardly with,,"虐待,亏待,苛待"
deal in,,"[法] 经营, 做买卖"
deal in sth,,"买卖..., 经营..."
deal in stolen goods,,[法] 经营盗窃物资
deal on credit,,"[经] 信用交易, 赊帐买卖"
deal out,,"分配, 分给"
deal sb a blow,,给某人以打击
deal sb ablow,,给某人以打击
deal well by sb.,,对某人好
deal with,,"安排, 处理, 涉及, 做生意"
deal with sb. according to,,[法] 根据...处理某人
deal with sth seriously,,认真对待某事
deal-breaker,,血色交易（电影名）
deal-maker,,n. （商业或政治上的）交易者
deal-makers,plural of deal-maker,(deal-maker 的复数) n. （商业或政治上的）交易者
deal-pledge,,[法] 死典权
dealamation,,"演说,雄辩"
dealate,,n. (翅膀被咬掉的)脱翅昆虫\na. (指昆虫)脱翅的
dealated,,脱翅的昆虫
dealation,,n. (翅膀被咬掉的)脱翅昆虫
dealbate,v. t. To whiten.,"白色的, 有白粉的, 漂白"
dealbation,n. Act of bleaching; a whitening.,[医] 漂白
dealcoholization,,[化] 脱醇; 脱醇作用\n[医] 脱醇[作用]
dealcoholization agent,,[医] 去醇剂
dealcoholize,,脱醇
deale,, [人名] 迪尔; [地名] [美国] 迪尔
dealer,n. a firm engaged in trading\nn. a seller of illicit goods\nn. the person who distributes the playing cards in a card game,"n. 经销商, 商人\n[经] 交易员, 贩卖商"
dealer aids,,[经] 帮助推销的东西
dealer in inflammable material,,[法] 贩卖易燃物品的商人
dealer in securities,,[经] 证券商
dealer manager agreement,,[经] 推销经理契约(协定)
dealer market,,[经] 贩卖商的市场
dealer relationship,,[经] 贩卖商关系
dealer's licence,,[法] 经销商执照
dealers,n someone who purchases and maintains an inventory of goods to be sold\nn a firm engaged in trading\nn a seller of illicit goods\nn the major party to a financial transaction at a stock exchange; buys and sells for his own account\nn the person who distributes the playing cards in a card game,n. 交易商；经销商；商人们（dealer的复数）
dealership,n a business established or operated under an authorization to sell or distribute a company's goods or services in a particular area,"n. 代理权, 经销权\n[法] 商品经销特许权, 代理商"
dealerships,n. a business established or operated under an authorization to sell or distribute a company's goods or services in a particular area,"n. 代理权, 经销权( dealership的复数形式 )"
dealey,, [人名] 迪利
dealfish,n deep-sea ribbonfish,n. [动]板鱼(大西洋海域的一种鱼)
dealignment,,[网络] 解组；政党脱钩；政党选民联盟解体
dealing,n. method or manner of conduct in relation to others,"n. 经营行为, 行为, 交易\n[法] 待遇, 处置, 行为"
dealing box,,【牌戏】(放置一副纸牌的)发牌盒[亦作shoe]
dealing for account,,[经] 记帐交易
dealing for money,,[经] 现金交易
dealing future,,[经] 期货交易
dealing in future,,[法] 期货交易
dealing in securities,,[经] 证券交易
dealings,n. social or verbal interchange (usually followed by `with'),"n. 来往, 交易, 买卖\n[经] 交易"
dealkalization,,[化] 脱碱作用
dealkalize,,[机] 脱碱
dealkylate,,[机] 脱烷烃
dealkylation,,脱烷作用
dealkylation of toluene,,[化] 甲苯脱烷基
deallergization,,"脱变(态反)应化作用, 脱过敏"
deallergize,,"[医] 脱变态反应, 脱过敏"
deallicate,,n. 解除配置
deallocate,,"[计] 解除分配, 再分配, 解除分配, 释放"
deallocation,,"[计] 重新分配, 再分配, 解除分配"
deallocation detail,,"[计] 再分配细目, 重新分配细目, 详细说明"
deallocation of resource,,[计] 资源重新分配
dealloying,,脱合金成分腐蚀
dealmaker,,n. 交易人
dealock,,n. 僵局
deals,"n a particular instance of buying or selling\nn an agreement between parties (usually arrived at after discussion) fixing obligations of each\nn (often followed by `of') a large number or amount or extent\nn a plank of softwood (fir or pine board)\nn wood that is easy to saw (from conifers such as pine or fir)\nn the cards held in a card game by a given player at any given time\nn the type of treatment received (especially as the result of an agreement)\nn the act of distributing playing cards\nn the act of apportioning or distributing something\nv act on verbally or in some form of artistic expression\nv take into consideration for exemplifying purposes\nv take action with respect to (someone or something)\nv come to terms with\nv administer or bestow, as in small portions\nv do business; offer for sale as for one's livelihood\nv be in charge of, act on, or dispose of\nv behave in a certain way towards others\nv distribute cards to the players in a game\nv direct the course of; manage or control\nv give out as one's portion or share\nv give (a specific card) to a player\nv sell",n. 协约；份额；交易（deal的复数形式）
dealt,"v act on verbally or in some form of artistic expression\nv take into consideration for exemplifying purposes\nv take action with respect to (someone or something)\nv come to terms with\nv administer or bestow, as in small portions\nv do business; offer for sale as for one's livelihood\nv be in charge of, act on, or dispose of\nv behave in a certain way towards others\nv distribute cards to the players in a game\nv direct the course of; manage or control\nv give out as one's portion or share\nv give (a specific card) to a player\nv sell",deal的过去式和过去分词
dealt out,,na. 同“deal”
dealuminize,,使脱铝
dealuminzation,,脱铝
dealy,, [人名] 迪利
deam,, [人名] [苏格兰人、马恩岛人、英格兰人姓氏] 迪姆 Dempster的变体
deambulation,n. A walking abroad; a promenading.,"n. (到处)走动,散步"
deambulatory,a. Going about from place to place; wandering; of or\n   pertaining to a deambulatory.\nn. A covered place in which to walk; an ambulatory.,"a. 走动的,散步的"
deamer,, [人名] [苏格兰人、马恩岛人、英格兰人姓氏] 迪默 Dempster的变体
deamidase,,脱酰胺酶
deamidate,,[机] 去酰氨基
deamidation,,脱酰胺(作用)
deamidinase,,"[化] 脱脒基酶\n[医] 脱脒基酶, 脒基酶"
deamidination,,[化] 脱脒基作用
deamidization,,[化] 脱酰氨基; 脱酰氨基作用\n[医] 脱酰胺[作用]
deamidize,,[医] 脱酰胺基
deamidizing enzyme,,[医] 脱氨[基]酶
deaminase,,n. 脱氨基酶\n[化] 脱氨基酶
deaminate,v. remove the amino radical (usually by hydrolysis) from an amino compound; to perform deamination,vt. 使脱去氨基\n[机] 去氨基
deaminating,v remove the amino radical (usually by hydrolysis) from an amino compound; to perform deamination,脱氨基
deamination,n. removal of the amino radical from an amino acid or other amino compound,n. 脱氨基\n[化] 脱氨基; 脱氨基作用
deaming,,a. 笑瞇瞇
deaminization,n removal of the amino radical from an amino acid or other amino compound,n. (=deamination)[化]去氨基
deaminize,v remove the amino radical (usually by hydrolysis) from an amino compound; to perform deamination,v. (=deaminate)[化]去氨基
deaminized,v. remove the amino radical (usually by hydrolysis) from an amino compound; to perform deamination,vt. 使脱去氨基（等于deaminate）
deaminizes,v. remove the amino radical (usually by hydrolysis) from an amino compound; to perform deamination,vt. 使脱去氨基（等于deaminate）
deaminizing,v remove the amino radical (usually by hydrolysis) from an amino compound; to perform deamination," [医]脱氨基, 脱氨化"
deaminizing enzyme,,[医] 脱氨[基]酶
deaminizing ferment,,[医] 脱氨[基]酶
deaminocanavanine,,[化] 脱氨刀豆氨酸
deaminooxytocin,,[化] 去氨催产素
deammoniated,,[医] 脱氨的
deammoniation,,[化] 去氨
deamochore,,携布植物
deamplification,,"衰减, 阻尼, 减小"
dean,n. an administrator in charge of a division of a university or college\nn. United States film actor whose moody rebellious roles made him a cult figure (1931-1955)\nn. a man who is the senior member of a group\nn. (Roman Catholic Church) the head of the College of Cardinals,"n. 院长, 主持牧师\n[法] 外交团长, 学院院长, 教务长"
Dean Acheson,,迪安·艾奇逊（前美国国务卿）
Dean and Stark apparatus,,[机] 迪安-斯塔克设备
Dean and Stark method,,[化] 迪安-斯达克水分测定法(测油中含水量)
Dean Gooderham Acheson,,[网络] 国务卿艾奇逊
Dean Martin,,n. 迪恩·马丁
Dean Swift,,[网络] 史威夫特；史维德；斯威夫特
Deana,,"n. (Deana)人名；(西、意)德亚娜 (女名), 德亚纳"
deanamorphoser,,[摄]反变形镜头
deandre,, [人名] 迪安德尔
deane,,n. 迪恩（姓氏）；迪恩（男子名）
deaner,, [医]地阿诺乙酰氨基苯甲酸盐(deanol acetamidobenzoate)制剂的商品名; [人名] [英格兰人姓氏] 迪纳 Dean的变体
deaneries,pl.  of Deanery,n. （英）乡间牧师管辖的教区；学院院长的职位；学院院长的宅邸
deanery,n. the official residence of a dean,"n. 教区, 院长宅邸"
deanesthesiant,,麻醉苏醒物
deangelis,, [人名] 迪安杰利斯
deangelo,, [人名] 迪安杰洛
deanglicize,,"vt.使非英国化,消除…的英国影响(或特征)"
deanna,,"n. 迪安娜（女人名, 等于Diana）"
deanol,,二甲基乙醇胺
deans,n. an administrator in charge of a division of a university or college\nn. United States film actor whose moody rebellious roles made him a cult figure (1931-1955)\nn. a man who is the senior member of a group,"n. （大学的）学院院长( dean的复数形式 ); （乡间主管若干教堂牧师的）主任牧师; 座堂主任牧师; （大学, 尤指牛津、剑桥大学的）学监"
deanship,n. the position or office of a dean,n. 院长职位(或职权)
deaphaneity,,"透明度, 透明性"
deaquation,,"脱水作用, 去水合(作用)"
dear,s. with or in a close or intimate relationship\ns. earnest,"n. 亲爱的人\na. 亲爱的, 昂贵的, 严重的, 急迫的\ninterj. 啊\nadv. 深爱地, 高价地"
Dear Abby,,"恋爱问答信箱, 女子信箱专栏"
Dear John,,（美）女友给男方的绝交信
dear john letter,,n. 绝交信，断交信
dear john letters,,n. 绝交信\n[网络] 分手信
dear money,,"高利贷\n[经] 高利借款, 高利贷, 高利率"
dear money policy,,[经] 高利率政策
dear shop,,[经] 售价贵的商店
dear sir,,亲爱的先生
dear year,,[经] 物价昂贵的年份
dearborn,"n. A four-wheeled carriage, with curtained sides.",n. 迪尔伯恩（美国一城市）；迪尔伯恩马车（一种小型四轮马车）
Dearborn Heights,,迪尔伯恩海茨(美国密歇根州东南部城市)
Dearden,,n. (Dearden)人名；(英)迪尔登
deardorff,, [人名] 迪尔多夫
deare," variant of Dere, v. t. & n.", [人名] 迪尔
dearer,s dearly loved\ns with or in a close or intimate relationship\ns earnest\ns having a high price,珍贵的（dear的比较级）
dearest,n a beloved person; used as terms of endearment\ns dearly loved\ns with or in a close or intimate relationship\ns earnest\ns having a high price,n. 最亲爱的人
Dearg. pil.,,[医] 包银衣(丸剂)
deargentation,,镀银(法)
dearie,n a special loved one,"n. 可爱的小宝贝, 亲亲"
dearies,n. a special loved one\nn. a special loved one,n. 亲爱的；宝贝儿
dearing,, [人名] 迪尔林
dearling,n. A darling., [人名] 迪尔林
Dearlove,,n. (Dearlove)人名；(英)迪尔洛夫
dearly,r. in a sincere and heartfelt manner\nr. at a great cost\nr. with affection,"adv. 深深地, 昂贵地"
dearly-won,,[网络] 亲爱的
dearman,, [人名] [英格兰人姓氏] 迪尔曼 Dear的变体
dearmer,, [人名] 迪尔默
dearn,a. Secret; lonely; solitary; dreadful.\nv. t. Same as Darn., [人名] 迪尔恩
dearness,n the quality possessed by something with a great price or value,"n. 昂贵, 亲爱"
dearness allowance,,[经] 物价津贴
dearomatization,,脱芳构化(作用)
dears,n. a beloved person; used as terms of endearment\nn. a sweet innocent mild-mannered person (especially a child),n. 亲爱的人( dear的复数形式 ); 仁慈的人; （称呼所爱的人）亲爱的; 对较年轻的人或孩子说话时用)亲爱的
dearsenicator,,脱砷塔
dearsley,, [人名] 迪尔斯利
dearterialization,,血液动脉性消失
dearth,n. an acute insufficiency\nn. an insufficient quantity or number,"n. 缺乏, 粮食不足, 饥馑"
dearticulation,,"[医] 脱位, 关节脱骱"
deary,n a special loved one,n. 亲爱的人
deas,n federal agency responsible for enforcing laws and regulations governing narcotics and controlled substances; goal is to immobilize drug trafficking organizations,[苏]可作桌子用的凳子
dease,,迪斯
deash,,"脱灰分, 除灰, 去掉灰分"
deashing,,[机] 去灰
deasil,,adv. 顺时针地
deason,," [人名] [英格兰人姓氏] 迪森取自父名，来源于Day,含义是“戴之子”(son of Day)"
deasphalting,,脱沥青
deasphaltizing,,[化] 脱沥青; 脱沥青的
deassign,,"[计] 重新赋值, 重新分配, 再指定"
deassigned,past tense of deassign,"(deassign 的过去时) [计] 重新赋值, 重新分配, 再指定"
deassimilation,,营养
deastringent,,"脱涩的, 去涩味的"
deasy,, [人名] [爱尔兰姓氏] 迪齐盖尔语人名的英语形式，含义是不详
death,n. the event of dying or departure from life\nn. the permanent end of all life functions in an organism or part of an organism\nn. the absence of life or state of being dead\nn. the time when something ends,n. 死亡\n[医] 死亡
death adder,,[医] 致死毒蛇
death agony,,临死时的痛苦
death angel,,【伊斯兰教】死亡天使(即阿兹拉伊来，四大天使之一，专司死亡事宜)；=death cup
death annuity,,[法] 死亡抚恤年金
death bell,, 丧钟; 耳鸣（迷信者认为预示死亡）
death benefit,, 死亡恤金
death benefits,,"[经] 死亡受益, 抚恤金"
death blow,, 致命的打击
death by accident,,"[法] 事故死亡, 意外死亡"
death by hanging,,"[法] 绞死, 绞刑"
death by lightning,,[法] 雷击死
death by misadventure,,[法] 意外致死
death by suffocation,,[法] 窒息死亡
death camas,,un. 棋盘花属植物\n[网络] 有毒棋盘花；再生
death camp,,n. （尤指战时的）死亡集中营
death cap,,=death cup
death cell,,[法] 死囚牢房
death certificate,,[医] 死亡证
death chair,,[法] 电椅
death chamber,,"[法] 监狱中的行刑室, 罪犯处决室"
death cup,,n. 一种极毒的蘑菇
death duties,,遗产税
death duty,,"[经] 遗产税, 不动产税"
death from starvation,,[医] 锇死
death grant,,[经] 丧葬补助费
death gratuities,,[经] 死亡抚恤费
death grip,, [体]握杆僵硬
death house,,[法] 死刑罪犯牢房
death in line of duty,,"[经] 因公殉职, 因公死亡"
death in the pot,,隐蔽的危险
death inquiry,,[法] 死因调查
death instinct,,[医] 死亡本能
death insurance,,[经] 死亡保险
death knell,,n. 丧钟；导致失败（或终结、毁灭）的原因
death mask,,[医] 尸体面模
death metal,," 死亡金属（一种音乐元素, 具有暴力和恐怖的特点）"
Death pays all debts,,一死百了
Death pays all scores,,一死百了
death penalty,,死刑
