word,definition,translation
immunocytes,plural of immunocyte,(immunocyte 的复数) n.[生]免疫细胞
immunocytoadherence,,免疫细胞粘连
immunocytoadhesion,,免疫细胞粘连
immunocytochemical,, [医]免疫细胞化学
immunocytochemically,,adv. immunocytochemistry的变形
immunocytochemistry,,n. 免疫细胞化学
immunodeficiencies,plural of immunodeficiency\nn. immunological disorder in which some part of the body's immune system is inadequate and resistance to infectious diseases is reduced,"(immunodeficiency 的复数) n. 免疫缺陷, 免疫缺损"
immunodeficiency,n. immunological disorder in which some part of the body's immune system is inadequate and resistance to infectious diseases is reduced,"n. 免疫缺陷, 免疫缺损"
immunodeficient,a incapable of developing an immune response following exposure to an antigen,a. [免疫学]免疫缺陷的
immunodepressant,,免疫抑制剂
immunodepression,,n. 抑制(生物体的)免抑反应
immunodiagnosis,,n. [医]免疫诊断
immunodiagnostic,,免疫诊断的
immunodiagnostics,plural of immunodiagnostic,(immunodiagnostic 的复数) 免疫诊断的
immunodiffusion,,n. [生]免疫扩散
immunodominance,,免疫显性
immunodominant,, [医]免疫显性的
immunoelectronmicroscopy,,免疫电镜技术
immunoelectroosmophoresis (IEOP),,[化] 免疫电渗电泳
immunoelectrophoresis,n electrophoresis to separate antigens and antibodies,n. [生]免疫电泳
immunoelectrophoretic,,a. immunoelectrophoresis的变形
immunoelectrophoretically,,adv. immunoelectrophoresis的变形
immunoelestroosmophoresis,,免疫电渗电泳
immunoeletroadsorption,,免疫电吸咐法
immunoenhancement,,免疫增强法; 免疫增强作用
immunofiltration,,免疫过滤
immunofluorescence,n. (immunology) a technique that uses antibodies linked to a fluorescent dye in order to study antigens in a sample of tissue,"n. 免疫荧光, 免疫荧光法"
immunofluorescent,,a. [医]萤光免疫检验法的
immunogen,n. any substance or organism that provokes an immune response (produces immunity) when introduced into the body,n. 免疫原
immunogenesis,,n. [生]免疫发生
immunogenetic,,免疫遗传的
immunogeneticist,,n. 免疫遗传学家
immunogenetics,,n. 免疫遗传学
immunogenic,s possessing the ability to elicit an immune response,"a. 产生免疫性的,免疫原的"
immunogenicity,n. the property of eliciting an immune response, 免疫原性; 致免疫力
immunogens,plural of immunogen\nn. any substance or organism that provokes an immune response (produces immunity) when introduced into the body,(immunogen 的复数) n. 免疫原
immunoglobulin,n. a class of proteins produced in lymph tissue in vertebrates and that function as antibodies in the immune response,n. 免疫球蛋白\n[化] 免疫球蛋白
immunoglobulin A,,un. 免疫球蛋白A
immunoglobulin D,,un. 免疫球蛋白D
immunoglobulin E,,un. 免疫球蛋白E\n[网络] 血清免疫球蛋白
immunoglobulin G,,un. 免疫球蛋白G\n[网络] 猪免疫球蛋白G；免疫血球素；很难读
immunoglobulin M,,un. 免疫球蛋白M\n[网络] 猪免疫球蛋白M；免疫血球素
immunoglobulinopathy,,丙种球蛋白病
immunoglobulins,plural of immunoglobulin\nn. a class of proteins produced in lymph tissue in vertebrates and that function as antibodies in the immune response,(immunoglobulin 的复数) n. 免疫球蛋白\n[化] 免疫球蛋白
immunogold,, 免疫胶体金; 免疫金
immunohematologic,,a. 免疫血液学的
immunohematological,,a. 免疫血液学的
immunohematologist,,n. 免疫血液学家 (immunohematology的变形)
immunohematology,,n. 免疫血液学
immunohistochemical,,a. 免疫组织化学的
immunohistochemistry,n. an assay that shows specific antigens in tissues by the use of markers that are either fluorescent dyes or enzymes (such as horseradish peroxidase),免疫组织化学
immunohistology,,n. 免疫组织学( 研究免疫方法在组织学上的应用)
immunol,,abbr. immunologic(al)(ly) 免疫（学）的（地）; immunologist 免疫学者; immunology 免疫学
immunologic,a of or relating to immunology,a. 免疫学的
immunologic deficiency,,[医] 免疫[力]缺乏
immunologic derangement,,[医] 免疫紊乱
immunologic manifestation,,[医] 免疫表现
immunologic response,, 免疫应答
immunological,a. of or relating to immunology,a. 免疫学的
immunological adaptation,,[医] 免疫适应
immunological competence,,[医] 免疫活性
immunological disorder,,[网络] 免疫学障碍
immunological reaction,,[化] 免疫反应\n[医] 免疫反应
immunological type,,[医] 免疫学分型
immunologically,r. from the point of view of immunology,adv. 免疫的
immunologist,n. a medical scientist who specializes in immunology,n. 免疫学家\n[医] 免疫学家
immunologists,plural of immunologist\nn. a medical scientist who specializes in immunology,(immunologist 的复数) n. 免疫学家\n[医] 免疫学家
immunology,n. the branch of medical science that studies the body's immune system,n. 免疫学\n[化] 免疫学
immunomodulator,,免疫调节剂
immunomodulatory,, [医]免疫调制的
immunomorphology,,免疫形态学
immunoneutropenia,,免疫性中性白细胞减少
immunopancytopenia,,免疫性各类血细胞减少
immunopathogenesis,,免疫发病机理
immunopathologic,, [医]免疫病理学的
immunopathological,,a. 免疫病理学的
immunopathologist,,n. 免疫病理学家 (immunopathology的变形)
immunopathology,n the branch of immunology that deals with pathologies of the immune system,n. 免疫病理学(研究体液和细胞免疫因子所造成的病理损伤 )
immunopathy,,免疫性疾病
immunoperoxidase,, [医]免疫过氧化物酶
immunopharmacology,,免疫药理学
immunophenotype,, [医]免疫表型
immunophenotypes,plural of immunophenotype,(immunophenotype 的复数)  [医]免疫表型
immunophysiology,,免疫生理学
immunopolysaccharides,,[医] 免疫多糖类
immunopotentiation,,免疫性增强作用
immunoprecipitate,,n. &vt.[生]免疫沉淀反应
immunoprecipitated,past participle of immunoprecipitate,(immunoprecipitate 的过去分词) n.&vt.[生]免疫沉淀反应
immunoprecipitates,plural of immunoprecipitate,(immunoprecipitate 的复数) n.&vt.[生]免疫沉淀反应
immunoprecipitating,-ing form of immunoprecipitate,(immunoprecipitate 的现在分词) n.&vt.[生]免疫沉淀反应
immunoprecipitation,,n. [生]免疫沉淀反应
immunoprecipitations,plural of immunoprecipitation,(immunoprecipitation 的复数) n.[生]免疫沉淀反应
immunoprophylaxis,,"接种免疫, 免疫预防"
immunoprotection,,免疫保护法
immunoprotein,,[医] 免疫蛋白质
immunoquantitation,,免疫定量法
immunoradiometric assay (IRMA),,[化] 免疫放射分析; 免疫放射测定法
immunoradiometry,,免疫放射测定法
immunoradiotherapy,,免疫放射性疗法
immunoreaction,,n. [生]免疫反应
immunoreactive,,a. [生]免疫反应性的
immunoreactivities,plural of immunoreactivity,(immunoreactivity 的复数)  免疫反应性
immunoreactivity,, 免疫反应性
immunoregulation,,n. 免疫调节
immunoregulatory,,免疫调节的
immunorepressive,,a. (=immunosuppressive)抑制免疫力的
immunosedimentation,,免疫沉降; 免疫沉降法
immunoselection,,免疫选择法
immunosenescence,,免疫衰老
immunoserology,,免疫血清学
immunoserotherapy,,[医] 免疫血清疗法
immunosorbent,,n. 免疫吸收剂
immunostain,,n. 免疫标记
immunostained,past participle of immunostain,(immunostain 的过去分词) n. 免疫标记
immunostaining,-ing form of immunostain,(immunostain 的现在分词) n. 免疫标记
immunostains,plural of immunostain,(immunostain 的复数) n. 免疫标记
immunostimulant,,免疫刺激剂
immunosuppress,,"vt. 抑制免疫, 免疫抑制"
immunosuppressant,n. a drug that lowers the body's normal immune response,n. [药]免疫抑制剂
immunosuppressants,plural of immunosuppressant\nn. a drug that lowers the body's normal immune response,(immunosuppressant 的复数) n.[药]免疫抑制剂
immunosuppressed,a of persons whose immune response is inadequate,vt. 抑制（生物体的）免疫反应\nvi. 抑制免疫
immunosuppression,n. lowering the body's normal immune response to invasion by foreign substances; can be deliberate (as in lowering the immune response to prevent rejection of a transplanted organ) or incidental (as a side effect of radiotherapy or chemotherapy for cancer),n. 免疫抑制
immunosuppressive,a. of or relating to a substance that lowers the body's normal immune response and induces immunosuppression,a. 免疫抑制的
immunosuppressive drug,, [医]免疫抑制药物，免疫抑制药
immunosuppressor,,n. 免疫抑制剂
immunosurgery,,[医] 免疫外科
immunosurveillance,,免疫监视作用
immunosympathectomy,,免疫交感神经破坏法
immunotherapeutic,a of or relating to immunotherapy,a. 免疫治疗的；immunotherapy的变形
immunotherapy,n. therapy designed to produce immunity to a disease or to enhance resistance by the immune system,n. 免疫疗法\n[医] 免疫疗法
immunotolerance,,"免疫耐受性, 免疫反应迟钝"
immunotoxicity,, [医]免疫毒性
immunotoxin,,"抗毒素, 免疫毒素"
immunotransfusion,,免疫输血法
immunprotein,,[医] 免疫蛋白质
immuration,,"n. 监禁, 束缚"
immure,"v lock up or confine, in or as in a jail","vt. 监禁, 禁闭"
immured,imp. & p. p. of Immure,"v. 禁闭, 监禁( immure的过去式和过去分词 )"
immurement,"n. The act iif immuring, or the state of being immured;\n   imprsonment.","n. 监禁, 禁闭"
immures,"v lock up or confine, in or as in a jail","vt. 禁闭, 监禁（immure的第三人称单数形式）"
immuring,p. pr. & vb. n. of Immure,"v. 禁闭, 监禁( immure的现在分词 )"
immusical,a. Inharmonious; unmusical; discordant.,"n. (=unmusical)不和调的, 对音乐不感兴趣的"
immutability,n. the quality of being incapable of mutation,"n. 不变, 不变性\n[经] 不变性"
immutable,a. not subject or susceptible to change or variation in form or quality or nature,"a. 不可变的, 不变的, 不能变的"
immutableness,n. the quality of being incapable of mutation,n. immutable的变形
immutables,plural of immutable\na. not subject or susceptible to change or variation in form or quality or nature,"(immutable 的复数) a. 不可变的, 不变的, 不能变的"
immutably,r in an unalterable and unchangeable manner,adv. 不变地
immy,,n. <美口>(游戏用的)彩色玻璃弹子
immy grant,,[法] 对全部部民的称呼
imn,, [医][=internal mammary(lymph)node]乳内淋巴结
imnunisin,,[医] 介体
imo,n the United Nations agency concerned with international maritime activities,"abbr. imitation (slang short form) 模仿, 冒充（短形式俚语）; immobilized 固定不动"
imodium,, [医]盐酸洛哌丁胺，盐酸氯苯哌酰胺制剂的商品名
Imogen,,伊莫金(女子名)
imogene,,伊莫金（人名）
Imogene Coca,,[网络] 伊莫吉恩·科卡；伊莫金·科卡
imola,, [地名] [意大利] 伊莫拉
imolamine,,[化] 伊莫拉明; ┭唑啉亚胺
imoticidin,,[化] 杀稻病菌素
imou pine,,[网络] im松
imp,n. one who is playfully mischievous,"n. 顽童\nvt. 加强, 给...装上翅膀\n[计] 图象处理程序, 接口信息处理器"
impact,n. the striking of one body against another\nn. a forceful consequence; a strong effect\nv. press or wedge together; pack together,"n. 冲击, 冲突, 影响, 效果\nvt. 挤入, 撞击, 压紧, 对...发生影响"
impact allowance,,[机] 冲击裕度
impact area,,"[计] 影响, 冲击, 打击"
impact crater,,陨石坑
impact crusher,,[化] 冲击式破碎机
impact crushing,,[化] 冲击粉碎
impact day,,[经] 冲击日
impact diodes,,[电] 冲渡二极管
impact ductility,,[化] 冲击韧性
impact effect,,[经] 影响效果
impact excitation,,[电] 碰撞激发
impact factor,,[化] 撞击因子
impact force,,[化] 冲击力
impact grinding,,[化] 冲击粉碎
impact hardness testing machine,,[机] 冲击式硬度试验机
impact injury,,[法] 碰撞伤
impact into,,压紧
impact ionization,,[化] 碰撞电离
impact load,,[化] 冲击负载; 冲击荷载
impact modifier,,[化] 抗冲改性剂
impact paper,,[计] 压敏纸
impact parameter,,[化] 碰撞参量; 撞击参数
impact pin,,[化] 冲击销
impact polystyrene,,[化] 抗冲聚苯乙烯
impact predictor,,[电] 碰击顶指器
impact printer,,[计] 击打式印刷机
impact printing,,[计] 击打式印字
impact printing mode,,[计] 击打式印字方式
impact resilience rubber,,[化] 抗冲橡胶; 抗冲击橡胶
impact resistance,,[机] 耐冲击
impact resistance value,,[机] 耐冲击
impact specimen retest,,[化] 冲击试样复试
impact strength,,[化] 冲击强度\n[医] 抗撞强度
impact stress,,[机] 冲击应力
impact test,,[化] 冲击试验
impact test piece,,[化] 冲击试片
impact test specimen,,[化] 冲击试件
impact tester,,[机] 冲击试验机
impact testing,,[经] 影响测验
impact testing machine,,[化] 冲击试验机
impact toughness,,[化] 冲击韧性
impact value,,[机] 冲击值
impact vibration on bin wall,,[机] 贮仓壁冲击振动器
impact wrench,,[机] 冲击扳钳
impacted,s. wedged or packed in together,"[医] 嵌入的, 嵌塞的, 阻生的"
impacted area,,[法] 公共设施紧缺地区
impacted feces,,[医] 嵌顿粪便
impacted fracture,,[医] 嵌入骨折
impacted molar,,[医] 阻生磨牙
impacted teeth,,[医] 阻生牙
impacted tooth,, 阻生牙
impacter,,冲击器
impactful,,"a. 有效的, 有力的"
impacting,v press or wedge together; pack together\nv have an effect upon," [医]撞击（的）, 碰撞（的）"
impacting medium,,[医] 封闭剂
impaction,n. the condition of being pressed closely together and firmly fixed\nn. a disorder in which feces are impacted in the lower colon\nn. a disorder in which a tooth is so crowded in its socket that it cannot erupt normally,"n. 装紧, 压紧\n[医] 嵌入, 嵌塞, 阻生(牙)"
impaction lesion,,"[医] 嵌塞损害, 碰撞损害"
impactite,,"[地质]碰撞岩, 冲击石[岩]"
impactive,,a. 冲击的；有不良影响的
impactometer,,碰撞(空气)取样器
impactor,,n. 撞击器；悬浮微粒的取样器
impactors,plural of impactor,(impactor 的复数) n. 撞击器；悬浮微粒的取样器
impacts,n the striking of one body against another\nn a forceful consequence; a strong effect\nn influencing strongly\nn the violent interaction of individuals or groups entering into combat\nv press or wedge together; pack together\nv have an effect upon,"n. 影响, 作用( impact的名词复数 ); 碰撞; 冲击; 撞击"
impacts of loan,,[经] 贷款的效果
impacts of postwar,,[经] 战后的影响
impaint,v. t. To paint; to adorn with colors.,"vt.<废>(用颜料等)画,描绘"
impair,v. make worse or less effective,"vt. 损害, 减少, 削弱\n[法] 损害, 伤害, 减少"
impair investment,,"[经] 非建设性投资, 无效益投资"
impaired,"a. diminished in strength, quality, or utility",a. 受损的
impaired capital,,"[经] 资本不足, 削弱的资本"
impaired credit,,[经] 削减贷款
impaired disk,,[经] 减弱的风险
impairer,"n. One who, or that which, impairs.","n. 损害者, 伤害者"
impairing,p. pr. & vb. n. of Impair,"v. 损害, 削弱( impair的现在分词 )"
impairment,n. damage that results in a reduction of strength or quality,"n. 削弱, 减少, 损害, 损伤, 危害\n[计] 减损"
impairment of a law,,"[法] 减低法律效力, 削弱法律效力"
impairment of capital account,,[经] 资本亏损帐户
impairments,plural of impairment\nn. damage that results in a reduction of strength or quality,"(impairment 的复数) n. 削弱, 减少, 损害, 损伤, 危害\n[计] 减损"
impairs,v make worse or less effective\nv make imperfect,"v. 损害, 削弱( impair的第三人称单数 )"
impala,n. African antelope with ridged curved horns; moves with enormous leaps,n. 黑斑羚
impala lily,,[网络] 白唇草
impalas,,黑斑羚（产于非洲中南部）( impala的名词复数 )
impale,v. kill by piercing with a spear or sharp pole,"vt. 刺穿, 使绝望, 钉住"
impale sb on a dilemma,,使某人陷于进退两难的境地
impaled,v pierce with a sharp stake or point\nv kill by piercing with a spear or sharp pole,v. 钉在尖桩上( impale的过去式和过去分词 )
impalement,n the act of piercing with a sharpened stake as a form of punishment or torture,"n. 刺穿, 刺刑,围住"
impaler,,插入物
impales,v pierce with a sharp stake or point\nv kill by piercing with a spear or sharp pole,v. 钉在尖桩上( impale的第三人称单数 )
impaling,p. pr. & vb. n. of Impale,v. 钉在尖桩上( impale的现在分词 )
impalpability,n the quality of being intangible and not perceptible by touch,"n. 触觉不到的状态(或性质), 无法感知的情况"
impalpable,a. imperceptible to the senses or the mind\ns. not perceptible to the touch,"a. 不可触知的, 不能感知的, 难以理解的\n[医] 不可接触的, 极细微的"
impalpable powder,,[医] 极细粉
impalpably,adv. In an impalpable manner.,"adv. 不能感知地, 难以理解地"
impaludation,,[医] 疟热疗法
impaludism,,n. 疟疾\n[医] 疟疾
impanation,"a. Embodiment in bread; the supposed real presence and\n   union of Christ's material body and blood with the substance of the\n   elements of the eucharist without a change in their nature; --\n   distinguished from transubstantiation, which supposes a miraculous\n   change of the substance of the elements. It is akin to\n   consubstantiation.",n. [宗]圣体圣餐合一说( 指祝圣后基督的肉体和血便存在于作圣餐用的面包和葡萄酒中)
impanel,v enter into a list of prospective jurors\nv select from a list,"vt. 列在陪审员名单, 从陪审员名单中选定"
impaneled,imp. & p. p. of Impanel,"v. 列名在陪审名单, （为审理某一案件）挑选（陪审团）( impanel的过去式和过去分词 )"
impaneling, of Impanel,"v. 列名在陪审名单, （为审理某一案件）挑选（陪审团）( impanel的现在分词 )"
impanelled, of Impanel,"v. 列名在陪审名单, （为审理某一案件）挑选（陪审团）( impanel的过去式和过去分词 )"
impanelling, of Impanel,"v. 列名在陪审名单, （为审理某一案件）挑选（陪审团）( impanel的现在分词 )"
impanelment,"n. The act or process of impaneling, or the state of\n   being impaneled.",n. impanel的变形
impanels,v enter into a list of prospective jurors\nv select from a list,"vt. 列名在陪审名单, （为审理某一案件）挑选陪审团（impanel的第三人称单数形式）"
impansion,,"(面积, 经营范围或人员)缩减"
impar,,"a. [解]奇数的, 不成对的"
imparadise,v. t. To put in a state like paradise; to make supremely\n   happy.,"vt. 使登天堂, 使狂喜, 使成乐园"
imparadised,imp. & p. p. of Imparadise,"v. 使登天堂, 使成乐园( imparadise的过去式和过去分词 )"
imparadising,p. pr. & vb. n. of Imparadise,"v. 使登天堂, 使成乐园( imparadise的现在分词 )"
impardigitate,,[医] 奇数指(趾)的
imparidigitate,"a. Having an odd number of fingers or toes, either\n   one, three, or five, as in the horse, tapir, rhinoceros, etc.", [医]奇〔数〕指〔趾〕的：同perissodactylous
imparipinnate,s (a leaf shape) pinnate with a single leaflet at the apex,a. [植](复叶)奇数羽状的
imparired risk,,[医] 体格缺陷投保者
imparisyllabic,"a. Not consisting of an equal number of syllables; as,\n   an imparisyllabic noun, one which has not the same number of syllables\n   in all the cases; as, lapis, lapidis; mens, mentis.",a. (名词)音节数不等的
imparity,"n. Inequality; disparity; disproportion; difference of\n   degree, rank, excellence, number, etc.\nn. Lack of comparison, correspondence, or suitableness;\n   incongruity.\nn. Indivisibility into equal parts; oddness.","n. 不同, 不均衡, 不配合"
impark,"v. t. To inclose for a park; to sever from a common; hence, to\n   inclose or shut up.","vt. 把...围于猎苑内, 围作公园"
imparkation,,"n. 围在园内, 兽苑"
imparked,imp. & p. p. of Impark,vt. 围作公园；把…围于猎苑内
imparking,p. pr. & vb. n. of Impark,vt. 围作公园；把…围于猎苑内
imparl,v. i. To hold discourse; to parley.\nv. i. To have time before pleading; to have delay for mutual\n   adjustment.,"v. 商议, 协商,[律] 庭外调解"
imparlance,"n. Mutual discourse; conference.\nn. Time given to a party to talk or converse with his\n   opponent, originally with the object of effecting, if possible, an\n   amicable adjustment of the suit. The actual object, however, has long\n   been merely to obtain further time to plead, or answer to the\n   allegations of the opposite party.\nn. Hence, the delay or continuance of a suit.","n. 商议, 谈判, [律]...和一"
impart,v. transmit (knowledge or skills)\nv. transmit or serve as the medium for transmission,"vt. 给予, 传授, 告知"
impartance,n. Impartation.,n. impart的变形
impartation,"n. The act of imparting, or the thing imparted.","n. 给予, 告知"
imparted,v transmit (knowledge or skills)\nv bestow a quality on\nv transmit or serve as the medium for transmission,a. 给予的；授予的
imparter,n. One who imparts.,n. 传授者
impartial,a. showing lack of favoritism,"a. 公平的, 不偏不倚的\n[法] 公正无私的, 不偏袒的, 公平的"
impartial arbitrator,,[法] 公正的仲裁人
impartial chairman,,[经] 公正的主席
impartial trial,,[法] 公正的审判
impartialist,n. One who is impartial.,n. impartial的变形
impartiality,n. an inclination to weigh both views or opinions equally,"n. 公平, 无私, 不偏\n[法] 公正无私, 公平, 公正"
impartially,r. in an impartial manner,"adv. 公平地, 无私地; 秉公"
impartialness,n. Impartiality.,n. impartial的变形
impartibility,n. The quality of being impartible; communicability.\nn. The quality of being incapable of division into\n   parts; indivisibility.,n. 不可分(性)
impartible,"a. Capable of being imparted or communicated.\na. Not partible; not subject to partition; indivisible;\n   as, an impartible estate.","a. 不可分的, 不能分割的\n[法] 不可分割的, 不可分的"
impartible estate,,[法] 不可分割的房地产
impartibly,,adv. impartible的变形
imparticipable,,"a. 不可分享的, 不能共有的"
imparting,p. pr. & vb. n. of Impart,v. 通知( impart的现在分词 ); 透露; 传授; 告知
impartment,"n. The act of imparting, or that which is imparted,\n   communicated, or disclosed.","n. 给予, 告知; 传授"
imparts,v transmit (knowledge or skills)\nv bestow a quality on\nv transmit or serve as the medium for transmission,v. 通知( impart的第三人称单数 ); 透露; 传授; 告知
impassability,,n. 不能通行\n[医] 不通
impassable,a. incapable of being passed,"a. 不能通行的, 不可逾越的\n[医] 不通的, 不[渗]透的"
impassableness,,n. 不能通行
impassably,,"adv. 不能通行地, 不可逾越的"
impasse,n a situation in which no progress can be made or no advancement is possible\nn a street with only one way in or out,"n. 难局, 僵局, 死路, 死胡同"
impasses,n. a situation in which no progress can be made or no advancement is possible\nn. a street with only one way in or out,n. 绝境（impasse的复数形式）
impassibility,a. The quality or condition of being impassible;\n   insusceptibility of injury from external things.,"n. 不觉痛苦, 不能伤害, 无感觉, 无感情"
impassible,"a. Incapable of suffering; inaccessible to harm or pain;\n   not to be touched or moved to passion or sympathy; unfeeling, or not\n   showing feeling; without sensation.","a. 不觉痛苦的, 不受伤害的, 无感觉的, 无感情的"
impassibleness,n. Impassibility.,n. impassible的变形
impassibly,,adv. impassible的变形
impassion,v. To move or affect strongly with passion.,"vt. 使激动, 激起热情"
impassionable,a. Excitable; susceptible of strong emotion.,a. impassion的变形
impassionate,a. Strongly affected.\nv. t. To affect powerfully; to arouse the passions of.\na. Without passion or feeling.,a. = impassioned
impassioned,s characterized by intense emotion,"a. 充满激情的, 狂热的, 热烈的"
impassioning,,"激动, 激起热情( impassion的现在分词 )"
impassive,s. having or revealing little emotion or sensibility; not easily aroused or excited,"a. 无感情的, 冷淡的, 无感觉的, 不能伤害的"
impassively,r. in an impassive manner,"adv. 缺乏热情, 无表情, 冷漠, 冷淡, 无感觉, 不觉痛苦, 无感情, 不动, 冷静"
impassiveness,n apathy demonstrated by an absence of emotional reactions,n. impassive的变形
impassivity,n apathy demonstrated by an absence of emotional reactions,"n. 无感情, 平静, 泰然自若"
impastation,"n. The act of making into paste; that which is formed\n   into a paste or mixture; specifically, a combination of different\n   substances by means of cements.","v. 着色浓厚,用浆糊封涂"
impaste,v. t. To knead; to make into paste; to concrete.\nv. t. To lay color on canvas by uniting them skillfully\n   together. [R.] Cf. Impasto.,"vt. 用浆糊封, 使成糊状"
impasted,imp. & p. p. of Impaste,"v. 用浆糊封, 使成糊状( impaste的过去式和过去分词 )"
impasting,p. pr. & vb. n. of Impaste\n The laying on of colors to produce impasto.,"v. 用浆糊封, 使成糊状( impaste的现在分词 )"
impasto,n. painting that applies the pigment thickly so that brush or palette knife marks are visible,"n. 厚涂颜料的绘画法, 厚涂的颜料"
impastoed,,n. 厚涂的颜料；厚涂颜料的绘画法
impatency,,"[医] 不通, 闭阻"
impatent,,"[医] 不通的, 闭阻的"
impatience,n. a restless desire for change and excitement\nn. a dislike of anything that causes delay,"n. 性急, 难耐, 焦急, 急躁"
impatiens,"n. A genus of plants, several species of which have very\n   beautiful flowers; -- so called because the elastic capsules burst when\n   touched, and scatter the seeds with considerable force. Called also\n   touch-me-not, jewelweed, and snapweed. I. Balsamina (sometimes called\n   lady's slipper) is the common garden balsam.",n. [植]凤仙花属植物
impatiens balsamina L.,,[医] 凤仙花
impatiens biflora,,[医] 二花凤仙
Impatiens capensis,,[网络] 凤仙花；卡佩风仙花；花凤仙
impatient,a. restless or short-tempered under delay or opposition\ns. (usually followed by `to') full of eagerness,"a. 不耐烦的, 着急的, 急切的"
impatiently,r. with impatience; in an impatient manner,"adv. 不耐烦, 忍受不了, 急躁, [表]急欲, 急切"
impavid,a. Fearless.,"a. [罕]无畏的, 无惧的,大胆的"
impavidity,,"n. 无畏, 无惧"
impawn,v. t. To put in pawn; to pledge.,"vt. 抵押, 典当, 立誓\n[法] 典当, 抵押, 保证"
impawned,imp. & p. p. of Impawn,"v. 抵押, 典当, 立誓（忠诚等）( impawn的过去式和过去分词 )"
impawning,p. pr. & vb. n. of Impawn,"v. 抵押, 典当, 立誓（忠诚等）( impawn的现在分词 )"
impayable,,"a. 无价的, 无法偿还的"
impeach,v. challenge the honesty or veracity of\nv. charge (a public official) with an offense or misdemeanor committed while in office,"vt. 控告, 怀疑, 检举, 弹劾\n[法] 控告, 检举, 弹劾"
impeach sb of a cime,,控告某人犯罪
impeach sb of...,,控告某人犯有...
impeach sb with a cime,,控告某人犯罪
impeach sb with...,,控告某人犯有...
impeach sb. with a crime,,控告某人犯罪\n[法] 控告某人犯罪
impeachability,,[网络] 弹性
impeachable,a. That may be impeached; liable to impeachment;\n   chargeable with a crime.,"a. 可控告的, 可弹劾的, 可怀疑的\n[法] 可控告的, 可弹劾的, 可怀疑的"
impeached,v challenge the honesty or veracity of\nv charge (a public official) with an offense or misdemeanor committed while in office\nv bring an accusation against; level a charge against,v. 控告（某人）犯罪( impeach的过去式和过去分词 ); 弹劾; 对（某事物）怀疑; 提出异议
impeached for treason,,[法] 被指控犯有判国罪
impeacher,n. One who impeaches.,n. impeach的变形
impeaches,v challenge the honesty or veracity of\nv charge (a public official) with an offense or misdemeanor committed while in office\nv bring an accusation against; level a charge against,v. 控告（某人）犯罪( impeach的第三人称单数 ); 弹劾; 对（某事物）怀疑; 提出异议
impeaching,p. pr. & vb. n. of Impeach,v. 控告（某人）犯罪( impeach的现在分词 ); 弹劾; 对（某事物）怀疑; 提出异议
impeachment,n. a formal document charging a public official with misconduct in office,"[法] 控告, 检举, 弹劾"
impeachment cases,,"[法] 弹劾案件, 检案件"
impeachment of witness,,[法] 指责证人
impeachments,plural of impeachment\nn. a formal document charging a public official with misconduct in office,"(impeachment 的复数) [法] 控告, 检举, 弹劾"
impearl,"v. t. To form into pearls, or into that which resembles\n   pearls.\nv. t. To decorate as with pearls or with anything resembling\n   pearls.","vt. 使成珍珠, 用珍珠装饰"
impearled,imp. & p. p. of Impearl,"v. 使形成珍珠状, 用珍珠装饰( impearl的过去式和过去分词 )"
impearling,p. pr. & vb. n. of Impearl,"v. 使形成珍珠状, 用珍珠装饰( impearl的现在分词 )"
impearls,,"使形成珍珠状, 用珍珠装饰（impearl的第三人称单数形式）"
impeccability,n. the quality of being exempt from sin or incapable of sinning,"n. 无罪, 无缺点"
impeccable,s. not capable of sin,"a. 无懈可击的, 勿容置疑的, 无瑕疵的, 不会做坏事的"
impeccably,r. flawlessly, 完美地; 毋庸置疑地; 无瑕疵地
impeccance,,"n. 无罪, 无误"
impeccancy,n. Sinlessness.,n. impeccant的变形
impeccant,s. free from sin,"a. 无罪过的, 无缺点的"
impecuniosity,n. The state of being impecunious.,"n. 没有钱, 身无分文, 贫穷"
impecunious,s not having enough money to pay for necessities,"a. 没有钱的, 身无分文的, 贫穷的"
impecuniously,,adv. impecunious（身无分文的）的变形
impecuniousness,n. a state of lacking money,n. impecunious的变形
imped,imp. & p. p. of Imp,"n. 顽童, 小淘气；小孩\nvt. 给...装上翅膀；加强"
impedance,n a material's opposition to the flow of electric current; measured in ohms,"n. 阻抗\n[计] 阻抗, 电抗"
impedance angle,,[医] 阻抗角
impedance bond,,[电] 阻抗搭接
impedance bridge,,[电] 阻抗电桥
impedance characteristic,,[电] 阻抗特性
impedance coil,,[电] 阻抗线圈
impedance compensator,,[电] 阻抗补偿器
impedance coupled amplifier,,[电] 阻抗耦合放大器
impedance coupling,,[电] 阻抗耦合
impedance crystal,,[电] 非理想晶体
impedance dielectric,,[电] 不良介质
impedance drop,,[电] 阻抗位降
impedance function,,[计] 阻抗函数
impedance ground,,[电] 不良地线
impedance irregularities,,[电] 阻抗不均匀
impedance level,,[电] 阻抗位准
impedance matching,,[计] 阻抗匹配\n[化] 阻抗匹配
impedance matching transformer,,[电] 阻抗匹配变压器
impedance mismatch,,[计] 阻抗失配
impedance relay,,[电] 阻抗继电器
impedance starter,,[电] 阻抗起动机
impedance transformer,,[电] 阻抗变量器
impedance transforming filter,,[电] 阻抗变量滤波器
impedance triangle,,[电] 阻抗三角
impedance voltage,,[电] 阻抗电压
impedance-admittance matrix,,[电] 阻抗-导纳矩阵
impedancemeter,,阻抗计
