word,definition,translation
martemper,,"vt.[冶]使等温淬火,使分级淬火"
martempering,,[机] 麻回火法
marten,n. agile slender-bodied arboreal mustelids somewhat larger than weasels,"n. 貂, 貂皮"
marten cat,,[网络] 貂猫
martenaging,,马氏体时效
martenite,,一种合成平炉炉底打结料
Martens,n agile slender-bodied arboreal mustelids somewhat larger than weasels,n. 马顿斯（男子名）
martensite,n. a solid solution of carbon in alpha-iron that is formed when steel is cooled so rapidly that the change from austenite to pearlite is suppressed; responsible for the hardness of quenched steel,n. 马氏体\n[化] 马氏体
martensite quenching,,[机] 麻田散淬火法
martensitic,,a. [冶]马氏体的
martensitic cast iron,,[机] 麻田散铸铁
martensitically,,adv. martensitic的变形
martes,, [医]貂属
Martes americana,,[网络] 美洲貂
Martes foina,,[网络] 石貂；石貂中亚亚种
Martes martes,,[网络] 松貂；欧洲松貂
Martes pennanti,,[网络] 貂；渔貂
Martes zibellina,,[网络] 紫貂
Martesia,,马特海笋属
Martevaan,,[网络] 马特万
martex,,abbr. Marconi telephone exchange 马可尼电话交换机
marth,,abbr. Martha 玛撒
Martha,,n. 马大(<<圣经>>故事人物)
Martha Beatrice Potter Webb,,[网络] 玛莎比阿特丽斯波特网
Martha Graham,,玛莎·葛兰姆（人名）
Martha Jane Burk,,[网络] 玛莎珍·伯克
Martha Jane Burke,,[网络] 玛莎·简·伯克
Martha's Vineyard,,"un. 漫沙文雅岛(在大西洋中,位于美国马萨诸塞州之东南方)\n[网络] 玛莎葡萄园岛；马撒葡萄园岛；马萨葡萄园岛"
marthozite,,铜硒铜矿
Marti,n. Cuban poet and revolutionary who fought for Cuban independence from Spain (1853-1895),马蒂（人名）
martial,n. Roman poet noted for epigrams (first century BC)\ns. of or relating to the armed forces,"a. 战争的, 军事的, 尚武的, 威武的\n[医] 含铁的"
martial art,,"n. 武术, 技击"
martial artist,, [体]武术家
martial artistry,,[网络] 武术
martial arts,,n. 武术（指功夫、柔道、空手道等）; 武术，技击( martial art的名词复数 ); 把式
martial court,,"[法] 军事法院, 军事法庭"
martial ethiops,,[化] 磁性氧化铁
martial judge,,"[法] 军法官, 军事陪审员"
martial justice,,"[法] 军事审判, 军事司法"
martial law,,"n. 戒严法, 戒严令"
martial music,, 军乐
martialism,n. The quality of being warlike; exercises suitable for\n   war.,"n. 英勇, 尚武"
martialist,n. A warrior.,n. 战士；武道家
martialize,"v. t. To render warlike; as, to martialize a people.","vt. 使军事化, 使尚武"
martialized,imp. & p. p. of Martialize,"vt. 使军事化, 使具有尚武精神"
martializing,p. pr. & vb. n. of Martialize,"vt. 使军事化, 使具有尚武精神"
martialled,past tense of martial\nn. Roman poet noted for epigrams (first century BC)\ns. of or relating to the armed forces,"(martial 的过去时) a. 战争的, 军事的, 尚武的, 威武的\n[医] 含铁的"
martially,r. in a martial manner,adv. 勇敢地；好战地
martialness,n. The quality of being martial.,n. martial的变形
martials,plural of martial\nn. Roman poet noted for epigrams (first century BC)\ns. of or relating to the armed forces,"(martial 的复数) a. 战争的, 军事的, 尚武的, 威武的\n[医] 含铁的"
Martian,n. imaginary people who live on the planet Mars\na. of or relating to the planet Mars (or its fictional inhabitants),n. 火星人\na. 火星的
Martianologist,,"n. 研究火星的科学工作者,火星研究专家"
martians,n imaginary people who live on the planet Mars,n. 火星人（Martian的复数形式）
marticin,,马特镰孢菌素
martie,,n. (Martie)人名；(罗)马尔蒂耶
Martii,"One of the best people I know. Some times quite obsessive about certain bands. One of the best nicknames for the name Martha, can also be rhymed with Martii the Smartii/Smartie\n\nAll the Martii's I know are extremely pretty and love among all people.\n\nIf you share the same name as my friend, please feel extremely honoured :)\n> Oi! Martii (the Smartie) come over 'ere!!\n",
Martin,n. French bishop who is a patron saint of France (died in 397)\nn. United States actor and comedian (born in 1945)\nn. United States actress (1913-1990),"n. 马丁, 圣马丁鸟"
Martin agar,,[医] 马丁氏琼脂
Martin Buber,,[网络] 布伯；马丁布伯；马丁布柏
Martin Cline,,[网络] 克莱恩
Martin Heidegger,,[网络] 海德格；海德格尔；哲学家海德格
Martin Heinrich Klaproth,,[网络] 克拉普罗特；德国化学家克拉普罗特；克拉普洛特
Martin Luther,,[网络] 马丁路德；马丁路得；路德马丁
Martin Luther King,,[网络] 马丁·路德·金；金恩博士；马丁路德金恩
Martin Luther King Day,,[网络] 马丁·路德·金纪念日；马丁路德纪念日；马丁路德金日
Martin Luther King Jr's Birthday,,[网络] 马丁·路德·金生日快乐
Martin Luther King Jr.,,[网络] 马丁路德金；金恩博士；马丁路德金恩
Martin process,,[化] 平炉法
Martin Scorsese,,[网络] 马丁·斯科塞斯；马丁史柯西斯；马丁·斯科西斯
Martin V,,[网络] 马丁五世
Martin Van Buren,,[网络] 马丁·范布伦；马丁·范市伦；马丁凡伯伦
Martin's bandage,,[医] 马丁氏绷带(薄弹性橡胶绷带)
Martin's bouillon,,[医] 马丁氏肉汤
Martin's centrifuge,,[化] 马丁离心器
Martin's disease,,[医] 马丁氏病(过劳性足骨膜关节炎)
Martin's filter,,[化] 马丁过滤器
Martin's operation,,"[医] 马丁氏手术(阴道式子宫切除术,会阴缝合术,阴囊水囊肿根治手术)"
Martin's pelvimeter,,[医] 马丁氏骨盆测量器
Martin's speculum,,[医] 马丁氏直肠窥器
Martin's temperature,,[化] 马丁耐热度
Martin's tmbes,,[医] 马丁氏引流管
Martin's tube,,[医] 马丁氏引流管
Martin-Hou equation of state,,[化] 马丁-侯方程; 马丁-侯虞钧方程
Martina,,n. 玛蒂娜（女子名）
Martina Navratilova,,[网络] 娜拉提诺娃；纳芙拉蒂诺娃；娜拉提洛娃
martinair,, 马丁航空
martinal,,氢氧化铝
Martindale,,n. 马丁代尔
Martine,,n. 玛蒂娜（女子名）；马蒂娜（系列书名）；马丁尼（酒名）
Martineau,,n. (Martineau)人名；(英、法)马蒂诺
Martineaus,plural of Martineau,(Martineau 的复数) n. (Martineau)人名；(英、法)马蒂诺
martinek,, [人名] 马蒂内克
martinelli,,n. (Martinelli)人名；(英)马蒂内利；(法、意、塞)马丁内利
martinet,n. someone who demands exact conformity to rules and forms,n. 严格执行纪律的人
martinetism,"n. The principles or practices of a martinet; rigid\n   adherence to discipline, etc."," 严格的训练, 严格"
martinets,n. someone who demands exact conformity to rules and forms,n. 严格执行纪律的人\nn. (Martinet)人名；(法)马蒂内；(英、德)马丁内特
Martinez,,n. 马丁内斯（男子名）
martingale,n a harness strap that connects the nose piece to the girth; prevents the horse from throwing back its head\nn spar under the bowsprit of a sailboat,"n. 手法,诀窍"
martingales,plural of martingale\nn a harness strap that connects the nose piece to the girth; prevents the horse from throwing back its head\nn spar under the bowsprit of a sailboat,"(martingale 的复数) n.手法,诀窍"
martini,n. a cocktail made of gin (or vodka) with dry vermouth,"n. 马提尼（一种鸡尾酒, 等于Martini）"
martinican,,a. 马提尼克岛的\nn. (拉丁美洲)马提尼克岛人(或居民)
martinicans,plural of martinican,(martinican 的复数) adj. 马提尼克岛的\nn. (拉丁美洲)马提尼克岛人(或居民)
Martiniquan,,a. 马提尼克岛的
martinique,n. an island in the eastern Caribbean in the Windward Islands; administered as an overseas region of France,"n. 马提尼克（拉丁美洲向风群岛中部法属岛屿, 首府法兰西堡）"
Martinique rose,,[网络] 马提尼克玫瑰
martinis,n. a cocktail made of gin (or vodka) with dry vermouth,n. （一杯）马丁尼酒( martini的复数形式 )
martinite,,板鳞钙石
Martinmas,n. the feast of Saint Martin; a quarter day in Scotland,n. 圣马丁节
Martino,,马蒂诺（人名）
Martinotti's cell,,[医] 马尔提诺蒂氏细胞(大脑皮质多形层内的梭形细胞)
Martinotti's cells,,[医] 马尔提诺蒂氏细胞(大脑皮质多形层内的梭形细胞)
Martins,n French bishop who is a patron saint of France (died in 397)\nn United States actor and comedian (born in 1945)\nn United States actress (1913-1990)\nn United States singer (1917-1995)\nn any of various swallows with squarish or slightly forked tail and long pointed wings; migrate around Martinmas,n. 马丁斯（男子名）
martinsberg,, [地名] [奥地利] 马丁斯贝格
martinsburg,, [地名] [美国] 马丁斯堡
martinsite,,盐镁矾
martinson,," [人名] [英格兰人姓氏] 马丁森取自父名，来源于Martin,含义是“马丁之子”(son of Martin)"
martinsville,, [地名] [美国] 马丁斯维尔
martinus,, [人名] 马蒂纳斯
martinville,, [地名] [美国] 马丁维尔
martiny,, [人名] 马蒂尼
martis,, [地名] [意大利] 马尔蒂斯
martite,"n. Iron sesquioxide in isometric form, probably a pseudomorph\n   after magnetite.",假象赤铁矿
Martius yellow,,"[化] 马休黄\n[医] 马休黄, 2,4-二硝基萘酚钠"
martland,, [人名] 马特兰
martlet,n. The European house martin.\nn. A bird without beak or feet; -- generally assumed to\n   represent a martin. As a mark of cadency it denotes the fourth son.,"n. 圣马丁鸟, 无足鸟"
martlets,plural of martlet\nn. The European house martin.\nn. A bird without beak or feet; -- generally assumed to\n   represent a martin. As a mark of cadency it denotes the fourth son.,"(martlet 的复数) n. 圣马丁鸟, 无足鸟"
Marton,,马顿
Martonite,,[机] 马当炸药
martorell,, [地名] [西班牙] 马尔托雷尔
martos,," [计]= MultiAccess Real-Time Operating System,多路存取实时操作系统"
martourite,,辉锑铁矿
marts,n. an area in a town where a public mercantile establishment is set up,abbr. Master Radar Tracking Station 高明的雷达追踪站; mobile automatic radio telephone system 移动式自动无线电话系统
martti,, [地名] [芬兰] 马尔蒂
marttila,, [地名] [芬兰] 马尔蒂拉
marty,,"n. 马蒂（男子名, Martin的异体）"
Martyn,,n. 马丁（姓）
martynia,,[网络] 角胡麻；角胡麻属
Martynia annua,,[网络] 角胡麻
Martynia arenaria,,[网络] 马鞭草属
Martynia fragrans,,[网络] 马鞭草
Martyniaceae,,[网络] 角胡麻科
martyr,n. one who suffers for the sake of principle\nn. one who voluntarily suffers death as the penalty for refusing to renounce their religion\nv. kill as a martyr\nv. torture and torment like a martyr,"n. 烈士, 受苦者, 受难者\nvt. 使成为烈士, 使受苦"
martyr operation,,[网络] 殉难行动
martyr's,plural of martyr\nn. one who suffers for the sake of principle\nn. one who voluntarily suffers death as the penalty for refusing to renounce their religion\nv. kill as a martyr\nv. torture and torment like a martyr,"(martyr 的复数) n. 烈士, 受苦者, 受难者\nvt. 使成为烈士, 使受苦"
martyrdom,n. death that is imposed because of the person's adherence of a religious faith or cause,"n. 殉教, 殉难, 殉节"
martyrdoms,plural of martyrdom\nn. death that is imposed because of the person's adherence of a religious faith or cause,"(martyrdom 的复数) n. 殉教, 殉难, 殉节"
martyred,v kill as a martyr\nv torture and torment like a martyr,"a. （为博取同情或赞赏而）假装可怜的, 满脸苦相的"
martyring,p. pr. & vb. n. of Martyr,vt. 牺牲；折磨；杀害\nn. 烈士；殉道者\nn. (Martyr)人名；(英)马特；(法)马蒂尔
martyrion,,[宗](纪念殉教者的)忠烈祠
martyrise,v torture and torment like a martyr,"vt. 使殉难(或殉教)；折磨；使受痛苦\nvi. 成为烈士, 殉难, 殉道"
martyrization,"n. Act of martyrizing, or state of being martyrized;\n   torture.","n. martyrize,martyrise的变形"
martyrize,v torture and torment like a martyr,vt.vi. (使)殉难\nvt. 折磨\nvi. 成为烈士
martyrly,adv. In the manner of a martyr.,"adv. ,adj. martyr的变形"
martyrolatry,,n. (对烈士或殉道者等的)忠烈崇拜
martyrologic,a. Alt. of Martyrological,a. martyrology的变形
martyrological,"a. Pertaining to martyrology or martyrs; registering,\n   or registered in, a catalogue of martyrs.",a. martyrology的变形
martyrologies,,n. 殉教史( martyrology的名词复数 )
martyrologist,n. A writer of martyrology; an historian of martyrs.,"n. 殉教史研究者, 殉教者传记作者"
martyrology,n. A history or account of martyrs; a register of\n   martyrs.,n. 殉教史
martyrs,n one who suffers for the sake of principle\nn one who voluntarily suffers death as the penalty for refusing to renounce their religion\nv kill as a martyr\nv torture and torment like a martyr,n. martyr的复数形式; 烈士( martyr的名词复数 ); 殉道者; 殉教者; 乞怜者（向人诉苦以博取同情）
Martyrs of al-Aqsa,,[网络] 阿克萨烈士
martyry,,"忠烈祠, 烈士纪念堂"
martz,, [人名] 马茨
maru,,n. （日语）丸
maru ship,,"[经] ""丸""船"
marubeni,, 丸红商事公司总部所在地：日本主要业务：多样化
maruko,, [地名] [日本] 丸子
marula,, [地名] [津巴布韦] 马鲁拉
marum,, [地名] [荷兰] 马勒姆
marumage,,[网络] 鱼油
marume plate,,[化] 造粒板
marumerizer,,[化] 球形造粒
marumi,n shrub bearing round-fruited kumquats,(=kumquat)圆金柑
marumi kumquat,,[网络] 圆实金柑
marundite,,珠云刚玉岩
marupa,,[网络] 巴西白木；夸斯苦木；苦味夸斯苦木
Marut,,[网络] 马鲁特；摩录多；玛鲁蒂
Maruta cotula,,[医] 臭甘菊
maruyama,, [地名] [日本] 丸山
marv,,abbr. 机动重返飞弹（manoeuvring reentry vehicle）
marva,,玛瓦（女子名）
Marveilleux,,玛维卢兹缎
marvel,v. express astonishment or surprise about something,"n. 奇异事物, 罕见例子\nvt. 惊异于\nvi. 惊异"
marvel at,,对...惊奇
marvel-of-Peru,,n. 【植】紫茉莉\n[网络] 紫茉莉科
marveled,imp. & p. p. of Marvel,n. 奇迹\nvt. 对…感到惊异\nvi. 感到惊讶\nn. (Marvel)人名；(英)马弗尔
marveling,p. pr. & vb. n. of Marvel,n. 奇迹\nvt. 对…感到惊异\nvi. 感到惊讶\nn. (Marvel)人名；(英)马弗尔
Marvell,n. English poet (1621-1678),马维尔(姓氏)
marvella,,有光长毛绒
marvelled, of Marvel,"v. 惊奇, 对…感到惊奇( marvel的过去式和过去分词 )"
marveller,,[网络] 惊奇号
marvelling, of Marvel,"v. 惊奇, 对…感到惊奇( marvel的现在分词 )"
marvello,, 有光长毛绒
marvellous,s extraordinarily good or great; used especially as intensifiers\ns being or having the character of a miracle\ns too improbable to admit of belief,"a. 奇异的, 神奇的, 奇迹般的, 惊人的, 不可思议的, 绝妙的, 妙极的"
marvellously,r (used as an intensifier) extremely well,"adv. 绝妙地, 惊奇地, 不可思议地"
marvelous,s. being or having the character of a miracle,"a. 令人惊异的, 了不起的, 不平常的"
marvelously,r (used as an intensifier) extremely well,"adv. 令人惊讶地, 不可思议地, 妙极地"
marvelousness,n. The quality or state of being marvelous;\n   wonderfulness; strangeness.,"n. 惊奇, 奇妙"
marvels,n something that causes feelings of wonder\nv be amazed at\nv express astonishment or surprise about something,"n. 奇迹( marvel的名词复数 ); 令人惊奇的事物（或事例）; 不平凡的成果; 成就\nv. 惊奇, 对…感到惊奇( marvel的第三人称单数 )"
marven,, [人名] 马文
marver,"n. A stone, or cast-iron plate, or former, on which hot glass\n   is rolled to give it shape.","玻璃成形用板, 滚料板"
marverer,,滚料工
marvering,,"滚压料泡, 滚料"
Marvess,,[美]马维斯(聚丙烯纤维)
marvie,,"int. <美俚>妙极了,好极了"
marvin,,n. 马文（男子名）
Marvin Gaye,,n. 马文·盖伊
Marvin Neil Simon,,[网络] 马文尼尔赛门
marvinol,,聚乙烯橡胶代用品
marvy,,"int. <美俚>妙极了,好极了"
marwa,, [地名] [尼日利亚、坦桑尼亚] 马尔瓦
marwan,,n. (Marwan)人名；(阿拉伯)马尔万
Marwari,,马尔瓦尔人
Marwedel's operation,,[医] 马韦德耳氏手术(胃切开术)
marwell,, [人名] 马韦尔
Marwick,,n. (Marwick)人名；(英、德)马威克
marwood,, [人名] [英格兰人姓氏] 马伍德住所名称，来源于古英语，含义是“较大的+树林”(greater+wood); [人名] [英格兰人姓氏] 马伍德诺曼底绰号，目光恶毒者，来源于古北方法语，含义是“邪恶的+看”(evil+look); [地名] [英国] 马伍德
marworking,,"形变热处理, 奥氏体过冷区加工法"
marx,n. United States comedian; one of four brothers who made motion pictures together (1901-1979)\nn. United States comedian; one of four brothers who made motion pictures together (1893-1964)\nn. United States comedian; one of four brothers who made motion pictures together (1891-1961),n. 马克思（无产阶级的伟大领袖）
Marx Brothers,,[网络] 马克斯兄弟；马克思兄弟；马克思兄弟式
Marx circuit,,"[医] 脉冲发电机, 级联发电机"
marx effect,,[电] 马克士效应
Marxian,,"n. 马克思主义者\na. 马克思主义者的, 马克思的"
Marxisant,,a. [亦作 m-]倾向于马克思主义的
Marxism,n. the economic and political theories of Karl Marx and Friedrich Engels that hold that human actions and institutions are economically determined and that class struggle is needed to create historical change and that capitalism will ultimately be superseded by communism,"n. 马克思主义\n[法] 马克思的, 马克思主义的; 马克思主义"
Marxism-Leninism,n the political and economic theories of Lenin which provided the guiding doctrine of the Soviet Union; the modification of Marxism by Lenin stressed that imperialism is the highest form of capitalism (which shifts the struggle from developed to underdeveloped countries),n. 马克思列宁主义
Marxisms,plural of Marxism\nn. the economic and political theories of Karl Marx and Friedrich Engels that hold that human actions and institutions are economically determined and that class struggle is needed to create historical change and that capitalism will ultimately be superseded by communism,"(Marxism 的复数) n. 马克思主义\n[法] 马克思的, 马克思主义的; 马克思主义"
Marxist,n. an advocate of Marxism\na. following the ideas of Marx and Engels,a. 马克思主义的\nn. 马克思主义者
Marxist jurisprudence,,[法] 马克思主义法学
Marxist jurist,,[法] 马克思主义法学家
Marxist-Leninist,a. following the ideas of Marx expanded to include those of Lenin,n. 马克思列宁主义者
Marxist-leninists,plural of Marxist-Leninist\na. following the ideas of Marx expanded to include those of Lenin,(Marxist-Leninist 的复数) n. 马克思列宁主义者
Marxists,n. an advocate of Marxism\nn. emotionally charged terms used to refer to extreme radicals or revolutionaries,马克思
Marxize,,vt.使马克思主义化
Marxoid,,[网络] 马克思主义
mary,n. the mother of Jesus; Christians refer to her as the Virgin Mary; she is especially honored by Roman Catholics,n. 玛丽（女子名）
Mary Ann Evans,,[网络] 伊万斯；埃文斯；玛丽钒卜伊万斯
Mary Ashton Rice Livermore,,[网络] 玛丽·阿什顿·米利弗莫尔
Mary Augusta Arnold Ward,,[网络] 玛丽·奥古斯塔·阿诺德·沃德
Mary Baker Eddy,,[网络] 艾迪；玛丽贝克艾迪；玛丽贝克涡
Mary Bell order,,[网络] 玛丽贝尔命令
Mary Cassatt,,玛丽·卡萨特
Mary Celeste,,n. 玛丽·赛勒斯特号
Mary Douglas Leakey,,[网络] 玛丽·道格拉斯·莱克
Mary Ellen,,[网络] 玛丽埃伦碧玉；艾伦；玛丽艾伦
Mary Flannery O'Connor,,[网络] 玛丽Flannery O'Connor
Mary Godwin Wollstonecraft Shelley,,[网络] 玛丽Godwin Wollstonecraft雪莱
Mary Gregory,,玛丽格雷戈里彩色玻璃器皿(通常绘有儿童画像，流行于19世纪)
Mary Harris Jones,,[网络] 琼斯夫人
Mary I,,"un. 玛利一世(1516—1558,英国女王,在位期间1553—1558)\n[网络] 玛丽一世；玛莉一世；玛丽女皇"
Mary II,,un. 玛利二世\n[网络] 玛丽二世；玛丽称二世；玛丽第二
Mary Jane,,大麻烟
Mary Leakey,,[网络] 利基；玛丽；茉莉·利基
Mary Leontyne Price,,[网络] 玛丽Leontyne价格
Mary Ludwig Hays McCauley,,[网络] 玛丽路德维希·霍斯麦考利
Mary Magdalen,,[网络] 马格大连；圣玛丽莫德林；马达林尼塔
Mary Magdalene,,抹大拉的马利亚（耶稣从其身上驱逐出7个恶鬼的女人）
Mary Mallon,,[网络] 玛莉马龙；玛丽玛隆；玛丽马龙
Mary Martin,,[网络] 玛丽马丁；玛莉马汀；玛丽马汀
Mary McCarthy,,[网络] 麦卡锡；玛丽麦卡锡；玛莉麦卡锡
Mary McCauley,,[网络] 麦考利
Mary McLeod Bethune,,[网络] 玛莉·麦克里欧德·贝颂；玛丽麦克林诺贝休妮；白求恩
Mary Morse Baker Eddy,,[网络] 玛丽·莫尔斯·贝克·伊迪（Mary Morse Baker Eddy）
Mary Pickford,,玛丽·碧克馥（人名）
Mary Poppins,,n. 欢乐满人间 (小说)
Mary Queen of Scots,,[网络] 苏格兰玛丽女王；苏格兰女王玛丽；玛丽皇后
Mary Shelley,,[网络] 玛丽雪莱；玛莉·雪莱；雪莱夫人
Mary Stuart,,玛丽·斯图亚特（苏格兰女王）
Mary Therese McCarthy,,[网络] 麦卡锡
Mary Tudor,,[网络] 都铎；都铎玛利；玛丽女皇
Mary Wollstonecraft,,n. 玛丽·沃斯通克拉夫特
Mary Wollstonecraft Godwin,,[网络] 高德温；玛丽；玛莉
Mary Wollstonecraft Shelley,,[网络] 雪莱；雪莱夫人；雪莱与夫人玛丽
Marya Sklodowska,,[网络] 克罗德沃斯卡；洛道斯卡
maryam,,"n. (Maryam)人名；(阿塞、哈萨、吉尔、塔吉、土库、乌兹、伊朗)马里亚姆, 玛丽亚姆(女名)"
maryan,, [人名] 玛丽安
maryann,,n. 玛丽安（女子名）
maryanne,,玛丽安娜（女子名）
marybeth,,n. (Marybeth)人名；(英)玛丽贝思
Maryborough,,n. (Maryborough)人名；(英)马里伯勒\n马里伯勒
Maryknoller,,n. (天主教)马利诺外方传教会的神父
Maryland,n. a Mid-Atlantic state; one of the original 13 colonies\nn. one of the British colonies that formed the United States,n. 马里兰州
Maryland chicken,,[网络] 马里兰州鸡肉
Maryland golden aster,,[网络] 马里兰州金色大猩猩
Maryland yellowthroat,,[网络] 马里兰黄喉地莺
Marylander,n a native or resident of Maryland,n. 马里兰州人
Marylandian,a person from maryland\n> kelsey hubstenberger was a marylandian\n,
Marylebone,,n. 马里波恩
Marymass,,"圣母玛利亚节, (尤指)报喜节(Lady Day), [苏]圣母升天节(3月25日)"
Marynoller,,[宗](天主教)马利诺外方传教会的神父
Maryolatrous,,a. 崇拜圣母马利亚的
Maryolatry,n. Mariolatry.,n. 对圣母玛利亚的崇拜
Maryology,,"n. 圣母马利亚研究, 关于圣母马利亚的学说"
Marysville,,n. 马里斯维尔 (加利福尼亚州)
maryvale,, [地名] [澳大利亚] 玛丽韦尔
maryville,, [地名] [美国] 马里维尔
marzacotto,,n. ( 意大利花饰陶器工人用的) 透明釉料
marzan,, [地名] [法国] 马尔藏
Marzine,,n. <英>=Marezine
marzipan,n. almond paste and egg whites,n. 果仁糖浆
marzut,,重油
MAS,n informal terms for a mother\nn a master's degree in arts and sciences\nn one thousandth of an ampere\nn a state in New England; one of the original 13 colonies,[化] 低碳混合醇
MAS memory,,[计] 金属氧化铝半导体存储器
Mas. pil.,,[医] 丸块
masa,n. an independent group of closely related Chadic languages spoken in the area between the Biu-Mandara and East Chadic languages,n. 湿润粉糊
Masaccio,,n. 马萨乔（意大利画家）
Masada,,马察达(死海东岸的山地要塞)
Masai,n. a Nilotic language,n. 马萨伊人
masaka,, [地名] [加纳、乌干达] 马萨卡; [地名] [赞比亚] 马萨卡河
masaki,, [地名] [日本] 松前; [地名] [坦桑尼亚] 马萨基
masako,,n. (Masako)人名；(日)真子(姓)
masala,,n. 马沙拉（一种香料）
masalia,,默萨利厄斜纹波纹布
masamba,, [地名] [刚果民主共和国、印度尼西亚] 马桑巴
Masan,,马山[南朝鲜港市]
masango,, [地名] [津巴布韦] 马桑戈
masanite,,马山岩
masanophyre,,马山斑岩
masao,,n. (Masao)人名；(日)政尾(姓)
Masaryk,,n. (Masaryk)人名；(捷)马萨里克
masato,,n. (Masato)人名；(日)正户(姓)；(意)马萨托
masaya,, [地名] [尼加拉瓜] 马萨亚
Masbate,,n. 马斯巴特（菲律宾岛屿）
masc,,abbr. masculine 阳性的; 男性的; 男子气概的
masc.,, [医][=masculine]男性的，雄性的，男性，阳性
masca,,abbr. Matsushita Semiconductor Corporation of America 美国松下半导体公司; Middle Atlantic States Correctional Association 中大西洋国家修改协会
mascades,,马斯卡德平纹绸
mascagnine,,硫铵石
mascagnite,"n. Native sulphate of ammonia, found in volcanic\n   districts; -- so named from Mascagni, who discovered it.",铵矾
mascara,n. makeup that is used to darken and thicken the eye lashes,n. 染眉毛油\nvt. 在...上涂染眉毛油
mascara cream,,[化] 睫毛膏
mascarades,, [电影]幻想的婚礼
mascaraed,,vt. 在…上涂染眉毛油（mascara的过去式与过去分词形式）
mascaras,plural of mascara\nn. makeup that is used to darken and thicken the eye lashes,(mascara 的复数) n. 染眉毛油\nvt. 在...上涂染眉毛油
Mascarene,,[网络] 马斯克林；马斯克林群岛；马斯克林岛
mascarene grass,,[网络] 台北草
mascarenhas,, [人名] 马什卡雷尼亚什; [地名] [葡萄牙] 马斯卡雷尼亚什; [地名] [巴西] 马斯卡雷尼亚斯
mascaret,,"<法>n.涌潮,怒潮"
Mascaron,,"怪头(在拱顶石上), 怪状面具"
mascarpone,n. soft mild Italian cream cheese,n. <意>马斯卡普尼干酪（一种牛奶软干酪）
mascary,"when a person wears a scary amount of mascara\n> Although Melanie thought her mascara application was flawless, her eyelashes really looked like scary spiderlegs\n",
masccline,,"男人的,阳性"
mascerator,,皱片机
maschaladenitis,,腋腺炎
maschale,,(=axilla)腋
maschalephidrosis,,腋汗过多
maschaliatria,,[医] 腋部擦药法
maschaliatry,,腋部擦药
maschaloncus,,[医] 腋窝瘤
Maschke's test,,[医] 马施克氏试验(检肌酸酐)
Maschke's tests,,[医] 马塞氏试验(检尿内胆色素)
mascle,n. A lozenge voided.,(13世纪铠甲的)菱形钢铠片
mascled,"a. Composed of, or covered with, lozenge-shaped scales;\n   having lozenge-shaped divisions.",n. (13世纪铠甲的)菱形金属片穿成的盔甲；【纹章学】 中空菱形纹
mascon,,n. 质量密集
mascons,plural of mascon,(mascon 的复数) n. 质量密集
mascot,n. a person or animal that is adopted by a team or other group as a symbolic figure,"n. 福神, 吉祥的东西"
mascots,n. a person or animal that is adopted by a team or other group as a symbolic figure,n. 吉祥物( mascot的复数形式 )
mascotte,n. A person who is supposed to bring good luck to the\n   household to which he or she belongs; anything that brings good luck., [人名] 马斯科特
mascoutah,, [地名] [美国] 马斯库塔
Mascouten,,[网络] 马斯古顿
mascular atrophy,,[医] 肌萎缩
masculation,,男征发生
masculin,,雄性激素
masculine,n. a gender that refers chiefly (but not exclusively) to males or to objects classified as male\na. of grammatical gender\na. associated with men and not with women\ns. (music or poetry) ending on an accented beat or syllable,"n. 阳性, 男性\na. 男性的, 阳性的, 有丈夫气的"
masculine pelvis,,[医] 男子型骨盆
masculine rhyme,, （诗歌的）阳韵
masculinely,, 阳性的
masculines,plural of masculine\nn. a gender that refers chiefly (but not exclusively) to males or to objects classified as male\na. of grammatical gender\na. associated with men and not with women\ns. (music or poetry) ending on an accented beat or syllable,"(masculine 的复数) n. 阳性, 男性\na. 男性的, 阳性的, 有丈夫气的"
masculinisation,,[网络] 男性化
masculinise,,[网络] 男性化
masculinism,,女子男征
masculinist,,"男权主义者, 大男子主义者"
masculinities,plural of masculinity\nn. the trait of behaving in ways considered typical for men,"(masculinity 的复数) n. 男子气, 刚毅, 大丈夫气概\n[医] 男子本性, 男性"
masculinity,n. the trait of behaving in ways considered typical for men,"n. 男子气, 刚毅, 大丈夫气概\n[医] 男子本性, 男性"
masculinity-femininity,, [医]男性-女性
masculinization,n. the abnormal development of male sexual characteristics in a female (usually as the result of hormone therapies or adrenal malfunction),[医] 男性化(指女子)
masculinize,"v. give a masculine appearance or character to\nv. produce virilism in or cause to assume masculine characteristics, as through a hormonal imbalance or hormone therapy",[医] 男性化(指女子)
masculinized,"v give a masculine appearance or character to\nv produce virilism in or cause to assume masculine characteristics, as through a hormonal imbalance or hormone therapy","v. 使男子化（尤指使女人具有男子特征）, 使（雌性）雄性化( masculinize的过去式和过去分词 )"
masculinizes,"v give a masculine appearance or character to\nv produce virilism in or cause to assume masculine characteristics, as through a hormonal imbalance or hormone therapy","v. 使男子化（尤指使女人具有男子特征）, 使（雌性）雄性化( masculinize的第三人称单数 )"
masculinizing,"v give a masculine appearance or character to\nv produce virilism in or cause to assume masculine characteristics, as through a hormonal imbalance or hormone therapy","v. 使男子化（尤指使女人具有男子特征）, 使（雌性）雄性化( masculinize的现在分词 )"
masculinoma,,男性细胞瘤
masculinovoblastoma,,男化卵巢瘤
