word,definition,translation
underachieved,v perform less well or with less success than expected,"v. 学习成绩不良, 未能发挥学习潜能（underachieve的过去式与过去分词形式）"
underachievement,n. poorer than expected performance (poorer than might have been predicted from intelligence tests), 低成就
underachiever,n. a student who does not perform as well as expected or as well as the IQ indicates,n. 在学习方面未发挥潜力的学生
underachievers,-s form of underachiever\nn. a student who does not perform as well as expected or as well as the IQ indicates,(underachiever 的第三人称 -s形式) n. 在学习方面未发挥潜力的学生
underachieves,v perform less well or with less success than expected,"n. 学习成绩不良, 未能发挥学习潜能( underachieve的名词复数 )"
underachieving,v perform less well or with less success than expected,"v. 学习成绩不良, 未能发挥学习潜能（underachieve的现在分词形式）"
underact,v. act (a role) with great restraint,"v. 不充分地表演, 未尽力地演"
underacted,v act (a role) with great restraint,"v. 不充分地表演, 不卖力地演( underact的过去式和过去分词 )"
underacting,v act (a role) with great restraint,"v. 不充分地表演, 不卖力地演( underact的现在分词 )"
underaction,n. Subordinate action; a minor action incidental or\n   subsidiary to the main story; an episode.,"附带的作用, 附带的效能, 辅助动作"
underactive,s abnormally inactive,a. 不够活跃的
underactivity,,"n. 不够活跃, 缺乏活动"
underactor,n. A subordinate actor.,n. 次要演员
underacts,v act (a role) with great restraint,"v. 不充分地表演, 不卖力地演( underact的第三人称单数 )"
underadvertising,,"n. 广告不足, 宣传不足\n[经] 广告(宣传)不足"
underage,s. dependent by virtue of youth,"a. 未成年的, 未及法定年龄的\nn. 缺乏, 不足"
underaged,,a. 未成年的；未到法定年龄的
underaging,,时效不足
underair,,大气最下层
underapplied expenses,,[经] 少分配(制造)费用
underappreciated,,"a. 未得到正确评价的, 未受到充分赏识(或欣赏)的"
underarm,r. with the hand swung below shoulder level,a. 腋下的
underarmed,,"a. 武装不够的, 武器不足的"
underarms,plural of underarm\nr. with the hand swung below shoulder level,(underarm 的复数) a. 腋下的
underate,,a. 小额的
underback,n. A vessel which receives the wort as it flows from the\n   mashing tub.,里脊肉
underbaked,,烤焙不足的
underbaking,,"未烘透的, 焙烤不足的"
underbalance,,"欠平衡, 不完全补偿"
underbarring,,羽下斑
underbead crack,,[机] 焊珠底圻裂
underbead cracking test,,[化] 焊缝下裂纹试验
underbeam,,下梁
underbed,,"底板, 底盘, 底架, 底座, 基础板"
underbellies,n. lower side\nn. the soft belly or underside of an animal's body\nn. the quality of being weak or unprotected,"n. 下腹部的, 物体的下方, 易受攻击的地带( underbelly的复数形式 )"
underbelly,n. lower side\nn. the soft belly or underside of an animal's body\nn. the quality of being weak or unprotected,"n. 下腹部, 薄弱部分"
underberg,, [地名] [南非共和国] 安德伯格
underbid,v. bid (a hand of cards) at less than the strength of the hand warrants\nv. bid lower than a competing bidder\nv. bid too low,"vt. 出较低的价钱, 出价低于(他人)\nvi. 喊价过低, 叫牌过低"
underbidden,,underbid的过去式和过去分词
underbidder,,"n. 出较低价钱的人, 出低价者, 叫牌低于实力者"
underbidders,plural of underbidder,"(underbidder 的复数) n. 出较低价钱的人, 出低价者, 叫牌低于实力者"
underbidding,v bid (a hand of cards) at less than the strength of the hand warrants\nv bid lower than a competing bidder\nv bid too low,"v. 出较低的价钱, 叫价过低, 叫牌过低( underbid的现在分词 )"
underbids,v bid (a hand of cards) at less than the strength of the hand warrants\nv bid lower than a competing bidder\nv bid too low,"v. 出较低的价钱, 叫价过低, 叫牌过低( underbid的第三人称单数 )"
underbilling,,少算运费
underbite,,"n. [医]反颌(指下颌或下门齿前突,超出上颌或上门齿)[仿 overbite]"
underblanket,, 电热褥
underblankets,plural of underblanket,(underblanket 的复数)  电热褥
underbleached,,未充分漂白的
underbleaching,,漂白不完善
underblower,,篦下送风机
underboarding,,"垫板, 衬板"
underbodice,n a short sleeveless undergarment for women,紧身底衣
underbody,n the soft belly or underside of an animal's body,n. 船体水下部分
underboiled,,未煮透的
underbolted,,未筛净的
underboob,"cleavage visible from the part of the shirt that covers the bottom of the female breasts\n> If that is not a deliberate underboob, I don't know what is.\n",
underbooked,, [财]认购意向不足
underboss,n. an assistant or second-in-command to a chief (especially in a crime syndicate),n. <美俚>(地位仅次于黑手党地区首领的) 黑手党二老板
underbought,,underbuy的过去式和过去分词
underbraced,,自下支撑的; 支撑不足
underbranch,n. A lower branch.\nn. A twig or branchlet.,较低的分支
underbreath,,"n. 低语, 耳语"
underbred,s. of inferior or mixed breed,"a. 教养不良的, 没教养的, 劣种的"
underbridge,,"铁路跨线桥(公路在铁路下面), 桥下"
underbright,,云下近地平线处偶尔可见的很亮的光线条纹
underbrim,,n. 帽檐镶边
underbrush,n. the brush (small trees and bushes and ferns etc.) growing beneath taller trees in a wood or forest,n. 林下灌丛
underbudgeted,,a. 预算不足的
underbuild,,"v. 建筑在...的下面, 加强...的基础"
underbuilding,n. Same as Substruction.,vt. 建筑在…的下面
underbunching,,[电] 欠集束
underburn,,"vt.未烧透,欠烧(砖块、瓦片等)"
underburned,,欠烧的
underburnt,,"欠熟的, 未烧达温度的"
underbush,,n. 下层林丛
underbuy,v. t. To buy at less than the real value or worth; to buy\n   cheaper than.,"vt. 以比别人便宜的价钱买, 以比实价便宜的价钱买\n[经] 以比实价(或标价)便宜的价钱买"
undercalcined,,"煅烧不足的, 欠烧的"
undercalculation,,"下位计算, 下部计算"
undercapacity,,非饱和容量
undercapitalization,,n. 资本低估；资本不足
undercapitalize,,v. (对...)投资不足
undercapitalized,,投资不足
undercarriage,n. framework that serves as a support for the body of a vehicle,"n. 底盘, 起落架"
undercarriages,n. framework that serves as a support for the body of a vehicle,"n. （飞机的）起落架, 车盘, 着陆装置( undercarriage的复数形式 )"
undercarrier,,不足量运送人
undercart,,n. <口>(飞机的)起落架
undercasing,,底箱
undercast,v. t. To cast under or beneath.,地下气道
undercellar,,n. 下层地下室
undercharge,n. a price that is too low\nn. an insufficient charge\nv. charge (someone) too little money,"vt. 对...索价过低, 未装足够弹药, 对...充电不足\nn. 低的索价, 不够量的装填"
undercharged,v charge (someone) too little money,v. 少收钱( undercharge的过去式和过去分词 ); 未给（枪等）装足火药; 对…充电不足
undercharges,n a price that is too low\nn an insufficient charge\nv charge (someone) too little money,v. 少收钱( undercharge的第三人称单数 ); 未给（枪等）装足火药; 对…充电不足
undercharging,v charge (someone) too little money,v. 少收钱( undercharge的现在分词 ); 未给（枪等）装足火药; 对…充电不足
underchassis,,"起落架, 底架"
underchurched,,a. 教堂不足的
underclass,s. belonging to the lowest and least privileged social stratum,n. 低年级学生
underclasses,plural of underclass\ns. belonging to the lowest and least privileged social stratum,(underclass 的复数) n. 低年级学生
underclassification,,降低货物等级
underclassman,n an undergraduate who is not yet a senior,"n. 学院一年级学生, 学院二年级学生, 中学一年级学生, 中学二年级学生"
underclay,"n. A stratum of clay lying beneath a coal bed, often\n   containing the roots of coal plants, especially the Stigmaria.",n. (煤层下的)底黏土层
underclearance,,桥下净空
underclerk,,"下级职员[办事员], 助理办事员"
undercliff,"n. A subordinate cliff on a shore, consisting of material\n   that has fallen from the higher cliff above.","n. 滑动崖脚坡, 下崖坡"
undercloak,,"粘土砖层, 下部覆盖层"
undercloth,,"(压滤机)衬布, 滤布"
underclothe,,"vt.给…穿内衣, 为…提供内衣"
underclothed,s inadequately clothed,a. 穿得单薄的
underclothes,n undergarment worn next to the skin and under the outer garments,"n. 内衣, 衬衣"
underclothing,n undergarment worn next to the skin and under the outer garments,"n. 内衣裤, 贴身衣裤, 衬衣裤, 衬衣, 贴身衣, 内衣"
underclub,,vi.[高尔夫]使用达不到射距要求的球棒
undercoat,n. seal consisting of a coating of a tar or rubberlike material on the underside of a motor vehicle to retard corrosion\nn. thick soft fur lying beneath the longer and coarser guard hair,"n. 下层绒毛, 底漆, 内涂层\n[化] 底漆"
undercoated,v cover with a primer; apply a primer to\ns (of motor vehicles) having a coating of tar or other rustproof material applied to the underside,"n. (穿在外衣里的)上衣；(动物的长毛下面的)绒毛, 下层绒毛\nvt.,vi. (给…)涂底漆, (给…)上内涂层"
undercoating,v cover with a primer; apply a primer to,n. 防水底涂层
undercoats,n seal consisting of a coating of a tar or rubberlike material on the underside of a motor vehicle to retard corrosion\nn the first or preliminary coat of paint or size applied to a surface\nn thick soft fur lying beneath the longer and coarser guard hair\nv cover with a primer; apply a primer to,"n. 大衣内的上衣, 绒毛, 内层油漆( undercoat的名词复数 )"
undercofler,, [人名] 昂德科弗勒
undercolored,,欠染的
undercommutation,,"欠转换, 整流不足"
undercompensation,,"补偿不足, 欠补偿"
undercompound,,欠复合的
undercompounded,,[电] 低复绕
undercompounding,,"未完全复合, 混合不充分"
underconcentration,,"浓缩不够, 浓缩(倍数)不足"
underconsolidation,,未充分固结
underconstrained,,"约束过少的, 无定解的, 未限定的"
underconsumption,n. Consumption of less than is produced; consumption\n   of less than the usual amount.," 消费不足, 消费压制"
underconsumption of capital,,[经] 资本消费不足
undercook,,"vt. 轻煎, 微煎"
undercooked,,"a. 煮得欠熟的,煎(或烤、炸) 得火候不足的"
undercool,,(=supercool)(使)过度冷却
undercooled,,过冷的
undercooling,,[化] 过冷
undercorrect,,"对...校正不足, 欠校正"
undercorrection,,校正不足; 欠校正
undercorrection of a lens,,[医] 透镜低度矫正
undercorrection of lens,,[医] 透镜矫正不足
undercount,,vt.少计
undercounting,-ing form of undercount,(undercount 的现在分词) vt.少计
undercoupling,,欠耦合
undercourse,,"底层, 垫层, 在花砖或瓷砖之下的底层"
undercover,s conducted with or marked by hidden aims or methods,"a. 秘密从事的, 秘密的, 从事间谍活动的\n[法] 暗中从事的, 秘密的"
undercover agent,,[网络] 密探；卧底；卧底侦查人员的
undercover men,,[法] 秘密工作人员
undercover operation,,[网络] 秘密侦查措施或特工手段
undercover work,,[网络] 卧底工作；密秘工作；便衣警察
undercoverage,,总量差额
undercritical,,次[亚]临界的
undercroft,"n. A subterranean room of any kind; esp., one under a\n   church (see Crypt), or one used as a chapel or for any sacred purpose.",n. 地下室
undercrossing,,下穿(式立体)交叉
undercrowded,,"人手过少的, 人才不足的"
undercrowding,,"欠拥挤度, 过疏"
undercure,,"欠硫化, 欠处治, 欠熟, 固化不完全"
undercuring,,"欠处理, 欠处治"
undercurrent,n a subdued emotional quality underlying an utterance; implicit meaning\nn a current below the surface of a fluid,"n. 暗流, 潜流, 电流不足"
undercurrent relay,,[电] 欠流继电器
undercurrents,n. a subdued emotional quality underlying an utterance; implicit meaning\nn. a current below the surface of a fluid,"n. 潜流, 暗流( undercurrent的复数形式 ); 潜在的感情、影响或倾向（尤指与表面相反的）"
undercut,n. the material removed by a cut made underneath\nn. a notch cut in the trunk of tree in order to determine the direction of its fall\nn. a cut made underneath to remove material\nv. cut away material from the underside of (an object) so as to leave an overhanging portion in relief,"n. 底切, 牛腰部下侧嫩肉, 下口, 下旋削球\nvt. 廉价出售, 底切, 雕出, 下旋削球\nvi. 切除底部"
undercuts,"n the material removed by a cut made underneath\nn the tender meat of the loin muscle on each side of the vertebral column\nn a notch cut in the trunk of tree in order to determine the direction of its fall\nn (sports) a stroke that puts reverse spin on the ball\nn a cut made underneath to remove material\nv sell cheaper than one's competition\nv cut away material from the underside of (an object) so as to leave an overhanging portion in relief\nv cut away the underpart of\nv strike (the ball) in golf, tennis, or hockey obliquely downward so as to give a backspin or elevation to the shot\nv cut obliquely into (a tree) below the main cut and on the side toward which the tree will fall",v. 削弱( undercut的第三人称单数 ); 以低于（竞争者）的价码出售货物或提供服务; 接受较低工资与…抢工作
undercutter,,n. 擦伤
undercutting,"v sell cheaper than one's competition\nv cut away material from the underside of (an object) so as to leave an overhanging portion in relief\nv cut away the underpart of\nv strike (the ball) in golf, tennis, or hockey obliquely downward so as to give a backspin or elevation to the shot\nv cut obliquely into (a tree) below the main cut and on the side toward which the tree will fall",[机] 低切馏出物
underdahl,, [人名] 昂德达尔
underdamp,,不完全衰减[减震]
underdamped,,[电] 欠阻尼的
underdamping,,"弱衰减, 欠阻尼, 亚临界阻尼, 非周期性下限的阻尼, 弱阻尼"
underdark,, 幽暗地域
underdeck,,"甲板下(的), 仓内(的)"
underdeck corgoes,,[经] 舱内货
underdense,,欠密的
underdepreciation,,折旧不足
underdesign,,欠安全的设计
underdesk tonnage,,[经] 甲板下吨位
underdeterminant,,子行列式
underdetermine,,vt.证据不足地说明( 理论、 现象)
underdetermined,,欠定的
underdevelop,v. process (a film or photographic plate) less than the required time or in an ineffective solution or at an insufficiently high temperature,"v. (使)发展不完全, (使)显影不足"
underdeveloped,s. not yet fully developed,"a. 开发不充分的, 不发达的, 发育不全的"
underdeveloped countries,,[经] 不发达国家
underdeveloping,v process (a film or photographic plate) less than the required time or in an ineffective solution or at an insufficiently high temperature,"v. （使）发展不完全, （使）显影不足( underdevelop的现在分词 )"
underdevelopment,n. state of inadequate development\nn. (photography) inadequate processing of film resulting in inadequate contrast,"n. 发展不充分, 不发达, 显影不足\n[医] 显影不足; 发育不全"
underdevelops,v process (a film or photographic plate) less than the required time or in an ineffective solution or at an insufficiently high temperature,"v. （使）发展不完全, （使）显影不足（underdevelop的第三人称单数形式）"
underdiagnosed,, [医]诊断标准以下的
underdiagnosis,,n. [医](对疾病的)未能作出全面性诊断
underdid,,underdo的过去式
underdo,"v. i. To do less than is requisite or proper; -- opposed to\n   overdo.\nv. t. To do less thoroughly than is requisite; specifically,\n   to cook insufficiently; as, to underdo the meat; -- opposed to overdo.","vt. 使煮得嫩, 不尽全力做\nvi. 不尽全力做"
underdoctored,,a. (地区)医生不足的
underdoer,n. One who underdoes; a shirk.,"vt.,vi. 不尽全力做, (使)做得不够；(使)不煮透, (把…)煮得嫩"
underdog,n. one at a disadvantage and expected to lose,"n. 斗败了的狗, 失败者, 受害者\n[法] 受压迫者, 在不健全的社会的受害者"
underdogger,,n. 支持失败(或处于劣势)者的人
underdogs,n. one at a disadvantage and expected to lose,n. 失败者( underdog的复数形式 ); 受苦人; 处于劣势的人（或团队、国家等）; 弱者
underdone,s insufficiently cooked,underdo的过去分词
underdose,n. A dose which is less than required; a small or\n   insufficient dose.\nv. t. & i. To give an underdose or underdoses to; to\n   practice giving insufficient doses.,"n. (药物等的)不足剂时, Vt.给...用药剂量不足"
underdraft,,"轧件(离轧辊时)下弯, 上压力"
underdrag,,下侧牵引
underdrain,"n. An underground drain or trench with openings through\n   which the water may percolate from the soil or ground above.\nv. t. To drain by forming an underdrain or underdrains in;\n   as, to underdrain land.","n. 阴沟, 地下沟道, 盲沟, 暗渠"
underdrainage,,"n. 暗渠排水, 地下排水"
underdraught,,下压
underdraw,,v. 不充分地描写或叙述
underdrawer,,vt. 在…下画线；不充分地描绘
underdrawers,n underpants worn by men,n. 衬裤
underdrawing,," 底稿, （未上油色前的）草图"
underdrawings,plural of underdrawing,"(underdrawing 的复数)  底稿, （未上油色前的）草图"
underdress,v. dress without sufficient warmth,"vi. 穿着过分朴素的衣服\nn. 内衣, 衬裙"
underdressed,s. inadequately or too informally clothed,"v. 穿得太单薄, 穿着过分朴素的衣服( underdress的过去式和过去分词 )"
underdresses,v dress without sufficient warmth\nv dress informally and casually,"n. 内衣, 裙子, 内裙( underdress的名词复数 )\nv. 穿得太单薄, 穿着过分朴素的衣服( underdress的第三人称单数 )"
underdressing,v dress without sufficient warmth\nv dress informally and casually,"v. 穿得太单薄, 穿着过分朴素的衣服( underdress的现在分词 )"
underdrift,,n. 潜流
underdrive,,"传动迟缓, 低速传动, (液力机的)下传动"
underdriven,,"受下方传动的, 下部传动的"
underdriven mixer,,[化] 下传动式搅拌机
underdry,,干燥不良
underearth,,n. [地]底黏土
undereaten,,a. 下部受侵蚀(或腐蚀)的
undereating,,吃得太少
undereducated,s. poorly or insufficiently educated,"a. 受教育不足的,未受良好教育的"
undereducation,,"n. 未受充分教育, 未受良好教育"
underemphasis,,"n. 强调不够, 重视不够"
underemphasize,,"v. 对...强调不够,对...重视不够"
underemphasized,,"对…强调不够, 对…重视不够( underemphasize的过去式和过去分词 )"
underemphasizes,,"对…强调不够, 对…重视不够（underemphasize的第三人称单数形式）"
underemphasizing,,v. 对…强调不够，对…重视不够( underemphasize的现在分词 )
underemployed,s. employed only part-time when one needs full-time employment or not making full use of your skills,"a. 只有部分时间被雇用的, 就业不充分的"
underemployment,,"n. 不充分就业, 部分时间被雇用, 才能和技术未充分利用"
underestimate,n. an estimation that is too low; an estimate that is less than the true or actual value\nv. make too low an estimate of,"n. 低估\nvt. 低估, 看轻"
underestimated,v assign too low a value to\nv make a deliberately low estimate\nv make too low an estimate of,"v. 对…估计不足, 低估( underestimate的过去式和过去分词 ); 对…认识不足（或重视不够）, 低估, 轻视"
underestimates,n an estimation that is too low; an estimate that is less than the true or actual value\nv assign too low a value to\nv make a deliberately low estimate\nv make too low an estimate of,"v. 对…估计不足, 低估( underestimate的第三人称单数 ); 对…认识不足（或重视不够）, 低估, 轻视"
underestimating,v assign too low a value to\nv make a deliberately low estimate\nv make too low an estimate of,"v. 对…估计不足, 低估( underestimate的现在分词 ); 对…认识不足（或重视不够）, 低估, 轻视"
underestimation,n an estimation that is too low; an estimate that is less than the true or actual value,n. 低估\n[经] 对...估价过低
underevaluation,, [医]低估
underexcitation,,欠激励; 欠励; 欠励磁
underexcite,,"欠励磁, 励磁不足"
underexcited,,欠励的
underexercise,,vi.训练(或锻炼、练习)太少
underexhaustion,,排气不足
underexpansion,,"(喷管中气体)不完全膨胀, 膨胀不足"
underexpenditure,,"节余, 支出节余"
underexploitation,,开发不足
underexplored,,未充分开发的
underexporting,,"出口不足, 输出不足"
underexpose,v. expose to too little light\nv. expose insufficiently,vt. 使曝光不足
underexposed,v expose to too little light\nv expose insufficiently,v. 使（底片）曝光不足( underexpose的过去式和过去分词 )
underexposes,v expose to too little light\nv expose insufficiently,vt. 使（底片）曝光不足（underexpose的第三人称单数形式）
underexposing,v expose to too little light\nv expose insufficiently,v. 使（底片）曝光不足( underexpose的现在分词 )
underexposure,n. the act of exposing film to too little light or for too short a time\nn. inadequate publicity,n. 曝光不足\n[医] 曝光不足
underfall,,n. [地]麓坡
underfault,,下逆掩断层
underfeature,,小起伏地形
underfed,s not getting adequate food,underfeed的过去式和过去分词
underfeed,v. t. To feed with too little food; to supply with an\n   insufficient quantity of food.,"vt. 未喂饱, 从底部给(炉子等)加燃料\n[机] 从下面送的, 下面给进"
underfeed stoker,,[机] 火下加煤机
underfeeding,,[化] 供料不足
underfelt,n a carpet pad of thick felt,n. （垫在地毯下的）地毯垫
underfelting,-ing form of underfelt\nn a carpet pad of thick felt,(underfelt 的现在分词) n. （垫在地毯下的）地毯垫
underfermented,,发酵不足的
underfill,,n. [冶](孔型)未充满
underfilling,n. The filling below or beneath; the under part of a\n   building.,"不[未充]满, 底层填料"
underfinanced,,"a. 资金短缺的,财力不足的"
underfired,,"焙烧不足的(陶器等), 下部[自下]燃烧的, 下加热式的, 欠火[锻]的"
underfiring,,下部加热
underfloor,,[计] 地板下
underfloor raceway,,[计] 地板下通道
underflow,,[计] 下溢\n[化] 底流
underflow characteristics,,[计] 下溢特性
underflow exception,,[计] 下溢异常
underflow indicator,,[计] 下指示符
underflow signal,,[计] 下溢信号
underfocus,,"n. [物]欠聚焦,弱焦点"
underfold,,下褶
underfoot,r. under the feet\nr. in the way and hindering progress,"adv. 在脚下, 碍事地\n[经] 少计总额"
underfooting,,少算
underframe,n the internal supporting structure that gives an artifact its shape,"底架[框], 底座"
underframes,-s form of underframe\nn the internal supporting structure that gives an artifact its shape,"(underframe 的第三人称 -s形式) 底架[框], 底座"
underframing,,底层框架的材料或结构部件
underfrequency,,"降低了的频率, 最低的频率, 低于额定频率"
underfund,,vt.对…提供资金不足
underfunded,,a. 资金不足的
underfunding,,vt. 对…提供的资金不足
underfur,n thick soft fur lying beneath the longer and coarser guard hair,n. 细软绒毛
undergage,,尺寸不足
undergarment,n. a garment worn under other garments,"n. 内衣, 衬衣"
undergarments,n. a garment worn under other garments,"n. 内衣, 贴身衣( undergarment的复数形式 )"
undergear,,下部齿轮
undergird,v. lend moral support to\nv. make secure underneath,"vt. 从底层加固, 支持, 加强"
undergirded,v lend moral support to\nv make secure underneath,v. 在底部加固( undergird的过去式 ); 从底层支撑; 加强; 支持
undergirding,v lend moral support to\nv make secure underneath,v. 在底部加固( undergird的现在分词 ); 从底层支撑; 加强; 支持
undergirds,v lend moral support to\nv make secure underneath,vt. 在底部加固（undergird的第三人称单数形式）
undergirth,,底层加固束带
underglaze,"a. Applied under the glaze, that is, before the glaze,\n   that is, before the glaze is put on; fitted to be so applied; -- said\n   of colors in porcelain painting.",a. 釉底的
undergo,v. pass through,"vt. 遭受, 经历, 忍受\n[法] 经受, 经历, 忍受"
undergo a prison sentence,,"[法] 受到监禁判处, 被判徒刑"
undergo sb's trial for,,因...而受审
undergo surgery,,进行手术
undergo the blood test,,[法] 接受血液检查
undergoes,v pass through,"v. 经历, 承受( undergo的第三人称单数 )"
undergoing,p. pr. & vb. n. of Undergo,"v. 经历, 承受( undergo的现在分词 )"
undergone,v pass through,undergo的过去分词
undergown,"n. A gown worn under another, or under some other article\n   of dress.",衬袍
undergrad,n a university student who has not yet received a first degree,"n. 大学肄业生, 尚未取得学位的大学生\na. 大学生的"
undergrads,plural of undergrad\nn a university student who has not yet received a first degree,"(undergrad 的复数) n. 大学肄业生, 尚未取得学位的大学生\na. 大学生的"
undergraduate,n. a university student who has not yet received a first degree,"n. 大学本科生, 大学肄业生\na. 大学生的"
undergraduates,n. a university student who has not yet received a first degree,"n. （未获学士学位的）大学生, 大学肄业生( undergraduate的复数形式 ); 本科生"
undergraduateship,n. The position or condition of an undergraduate., 大学本科生身份
undergraduette,,n. <英谑>大学本科女生
undergreen,,下部呈绿色的
undergrip,,反握
undergroom,,马夫的助手
underground,n. a secret group organized to overthrow a government or occupation force\nr. in or into hiding or secret operation\nr. beneath the surface of the earth,"n. 地下, 地铁, 地道, 秘密活动\na. 地下的, 秘密的\nadv. 在地下, 秘密地"
underground activities,,[法] 地下活动
underground antenna,,[电] 埋地天线
underground cable,,[电] 地下电缆
underground communication,,[计] 地下通信
underground conduit,,[电] 地下管路
underground current,,[电] 地下电流
underground disposal,,[化] 地下处理
underground economy,,[法] 地下经济
underground gasification,,[化] 地下气化
underground illegal factory,,[法] 地下工厂
underground pipe line,,[化] 地下管道
underground press,,[法] 地下刊物
Underground Railroad,,地下铁道
Underground Railway,,地铁
underground tank,,[化] 地下储罐; 地下储油罐
underground water,,[化] 地下水
undergrounder,s under the level of the ground\ns conducted with or marked by hidden aims or methods,"n. 在地面下工作的人, 秘密组织成员, 地下铁道乘客"
undergrounding,-ing form of underground\nn. a secret group organized to overthrow a government or occupation force\nr. in or into hiding or secret operation\nr. beneath the surface of the earth,"(underground 的现在分词) n. 地下, 地铁, 地道, 秘密活动\na. 地下的, 秘密的\nadv. 在地下, 秘密地"
undergrove,n. A grove of shrubs or low trees under taller ones., 下层树林
undergrow,,[网络] 底下
undergrown,a. Of small stature; not grown to a full height or size.,"a. 发育不全的, 有林下灌木的"
undergrowth,n the brush (small trees and bushes and ferns etc.) growing beneath taller trees in a wood or forest,"n. 下层丛林, 生于大树下的矮树, 发育不全"
undergrowths,plural of undergrowth\nn the brush (small trees and bushes and ferns etc.) growing beneath taller trees in a wood or forest,"(undergrowth 的复数) n. 下层丛林, 生于大树下的矮树, 发育不全"
underhammer,,下置式击鎚
underhand,a. with hand brought forward and up from below shoulder level,"a. 秘密的, 低手的, 偷偷摸摸的\n[法] 卑鄙的, 秘密的, 欺诈的"
underhand activity,,[法] 秘密活动
underhanded,s marked by deception\na with hand brought forward and up from below shoulder level,"a. 人手不足的, 秘密的, 卑劣的"
underhandedly,,[网络] 不好意思
underhandedness,,n. underhanded的变形
underhardening,,"欠热淬火, 低温回火处理 (用于高速钢刀具)"
underheated,,"欠热的, 加热不足的"
underheating,,"加热不足欠热, 过冷"
Underhill,,n. (Underhill)人名；(英)昂德希尔
underhole,,"下部掏槽, 底槽"
underholing,,"掏槽, 底部掏槽"
underhood,, 发动机舱
underhorn,,[医] 下角(侧脑室)
underhung,s. supported from below especially resting on a track instead of suspended from above\ns. having a lower part projecting beyond the upper,"a. 下颌突出的, 在轨上滑动的"
underhung bite,,[医] 下超Ж
underidentification,,欠识别
underimporting,,"进口不足, 输入不足"
underinflated,,a. 充气不足的
underinsurance,,保险不足
underinsure,,保险价值过低
underinsured,,a. 保险(额)不足的
underinvestment,,投资不足
underinvoicing,,开低价发票
underivative,s not derivative or imitative,"a. 不乏独创性的,非模仿他人的"
underived,,[网络] 源出性
underjaw,n. The lower jaw.,下颌
underjawed,,"a. (人)下颌突出的,突下颌的"
underkeeper,n. A subordinate keeper or guardian.,n. (森林或公园等的)助理管理员
underkill,,n. 低量毁伤(力)(指缺乏所需的毁伤某物或敌人的力量)
underkneading,,揉合不足
underlagged,,相位滞后欠调的
underlaid,"v raise or support (the level of printing) by inserting a piece of paper or cardboard under the type\nv put (something) under or beneath\nv provide with a base, support, lining, or backing",underlay的过去式和过去分词
underlain,v be or form the base for\nv lie underneath,underlie的过去分词
underlap,,vt. 部分重叠于...之下\n[电] 欠叠
underlay,"v. raise or support (the level of printing) by inserting a piece of paper or cardboard under the type\nv. put (something) under or beneath\nv. provide with a base, support, lining, or backing","vt. 把...置于另一物之下, 垫起, 从下面支撑\nvi. (矿脉)倾斜\nn. 放在下面的东西, 衬底, 支撑之物, 衬垫物\nunderlie的过去式"
underlayer,"n. One who, or that which, underlays or is underlaid; a\n   lower layer.\nn. A perpendicular shaft sunk to cut the lode at any\n   required depth.","n. 下层, 底层,衬层"
underlayers,"plural of underlayer\nn. One who, or that which, underlays or is underlaid; a\n   lower layer.\nn. A perpendicular shaft sunk to cut the lode at any\n   required depth.","(underlayer 的复数) n.下层, 底层,衬层"
underlaying,"v raise or support (the level of printing) by inserting a piece of paper or cardboard under the type\nv put (something) under or beneath\nv provide with a base, support, lining, or backing","v. 铺在…下面, 垫起, 向下延伸( underlay的现在分词 )"
underlayment,n a pad placed under a carpet,"n. 地毯衬,屋面衬垫材料"
underlays,"n a pad placed under a carpet\nv raise or support (the level of printing) by inserting a piece of paper or cardboard under the type\nv put (something) under or beneath\nv provide with a base, support, lining, or backing","v. 铺在…下面, 垫起, 向下延伸( underlay的第三人称单数 )"
underlead,,[牌]n.低出小牌
underleaf,"n. A prolific sort of apple, good for cider.",腹叶
underlease,"n. A lease granted by a tenant or lessee; especially, a\n   lease granted by one who is himself a lessee for years, for any fewer\n   or less number of years than he himself holds; a sublease.","vt.vi. 转租, 分租"
underleasee,,"[法] 次承租人, 分承租人, 转承租人"
underlessee,,"转租承租人, 分租承租人"
underlessees,plural of underlessee,"(underlessee 的复数) 转租承租人, 分租承租人"
underlessor,,重出租人
underlet,v. t. To let below the value.\nv. t. To let or lease at second hand; to sublet.,"vt. 廉价出租, 转租, 分租\n[经] 分租"
underletter,n. A tenant or lessee who grants a lease to another.,vt. 廉价出租；分租；转租
underletting,-ing form of underlet\nv. t. To let below the value.\nv. t. To let or lease at second hand; to sublet.,"(underlet 的现在分词) vt. 廉价出租, 转租, 分租\n[经] 分租"
underlie,v. be or form the base for\nv. lie underneath,"vt. 位于...之下, 成为...的基础"
underlier,,下盘斜井
underlies,v be or form the base for\nv lie underneath,"v. 位于或存在于（某物）之下( underlie的第三人称单数 ); 构成…的基础（或起因）, 引起"
underlife,,n. 私(人)生活
underline,v. draw a line or lines underneath to call attention to,"vt. 在...下面划线, 作...的衬里, 强调\nn. 下划线, 图下说明文字\n[计] 加下划线; 下划线"
underline mark,,[计] 加下线记号
underlined,v give extra weight to (a communication)\nv draw a line or lines underneath to call attention to,a. 下划线的
underlined character,,[计] 加下线字符
underlined letter,,[计] 加下线字母
underlinen,,"n. 内衣, 衬衣"
